,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Center_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Nose_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_left_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Lat_left_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Center_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Nose_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Ear_right_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_left_1-Lat_right_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_left_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Center_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Nose_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_1 four-point convex hull (area mm) Center_1-Lat_left_1-Lat_right_1-Tail_base_1,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Center_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Nose_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_left_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Lat_left_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Center_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Nose_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Ear_right_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_left_2-Lat_right_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_left_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Center_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Nose_2-Lat_left_2-Lat_right_2-Tail_base_2,Animal_2 four-point convex hull (area mm) Center_2-Lat_left_2-Lat_right_2-Tail_base_2
71,161.46,173.03,174.59,312.23,180.72,179.74,306.63,204.64,309.12,313.38,186.44,177.31,310.09,206.31,315.04,313.09,204.45,309.43,311.24,316.18,150.95,145.92,276.56,170.82,279.55,279.56,151.29,251.77,260.04,263.02,156.89,265.62,255.55,268.62,198.64,173.93,177.5,178.2,1083.9,185.59,191.38,1080.07,206.87,1074.84,1091.94,186.97,182.06,1083.44,204.26,1083.15,1091.32,204.42,1079.31,1091.18,1091.18,145.41,147.21,1039.88,162.7,1039.59,1047.77,149.26,1012.34,1034.04,1034.04,138.64,1017.89,1023.46,1025.78,973.54
72,158.67,168.27,171.77,311.87,174,174.46,304.86,196.79,306.67,310.81,181.34,174.83,310.73,199.93,314.31,312.83,196.77,307.3,309.67,313.25,146.58,142.84,277.09,165.17,279.55,279.19,144.48,251.8,258.5,260.96,151.93,266.32,256.8,268.42,195.59,166.17,172.05,174.99,1085.07,179.58,184.68,1080.34,202.81,1075.51,1091.61,182.55,175.57,1084.32,201.26,1084.26,1091.07,201.07,1079.53,1090.81,1090.81,140.48,141.07,1041.24,159.2,1041.19,1048,145.41,1013.66,1034.14,1034.14,137.35,1020.37,1022.54,1027.13,979.61
73,164.61,166.57,176.79,312.58,173.85,180.41,303.9,198.66,305.38,311.25,182.87,182.64,311.97,202.73,314.82,314.71,198.66,306.14,310.64,313.49,148.39,149.99,278.09,168.25,280.34,280.84,145.39,249.72,257.97,260.22,156.77,268.86,260.65,271.6,195.73,176.34,188.01,174.09,1090.97,194.04,189.32,1085.77,211.98,1079.77,1096.85,198.33,182.35,1090.89,211.37,1090.72,1097.07,211.3,1085.53,1096.61,1096.61,151.78,142.15,1043.51,164.82,1043.34,1049.69,151.14,1015.39,1035.62,1035.62,143.19,1022.55,1025.19,1028.73,978.49
74,155.77,161.2,162,303.89,165.25,170.25,294.07,189.72,294.71,304.35,175.32,172.33,303.5,193.41,305.75,307.66,189.8,295.92,303.96,306.21,144.78,143.39,273.34,162.87,275.2,277.5,144.74,247.07,259.29,261.15,149.75,262.01,255.75,266.16,201.27,168.07,180.31,176.71,1093.11,182.77,187.65,1087.54,207.97,1081.94,1101.07,186.58,179.57,1092.91,206.38,1092.84,1101.03,206.14,1087.27,1100.79,1100.79,141.64,141.11,1046.42,161.44,1046.34,1054.53,148.48,1018.06,1041.58,1041.58,137.36,1024.5,1029.9,1032.61,984.79
75,161.49,172.7,162.95,307.97,175.4,176.22,299.5,198.58,299.01,311.7,183.91,175.1,307.16,200.42,309.04,312.8,198.64,300.57,310.89,312.76,147.5,141.66,271.49,164.01,272.63,277.13,147.96,243.62,260.94,262.08,148.12,256.6,252.75,262.24,204.74,168.67,164.64,173.71,1095.92,176.72,185.24,1090.6,197.33,1083.57,1103.7,180.94,175.72,1095.8,196.29,1095.64,1103.63,197.51,1090.32,1103.42,1103.42,134.9,138.15,1048.78,150.24,1048.63,1056.61,138.97,1020.17,1043.91,1043.91,131.96,1030.17,1031.86,1038,1001.58
76,191.84,180.57,209.66,304.1,196.94,215.07,297.26,226.92,296.92,308.43,203.24,213.29,302.23,228.62,304.43,308.82,226.47,297.6,306.56,308.77,162.5,176.03,262.8,187.88,263.69,269.39,168.37,235.28,249.77,250.66,167.32,243.02,239.85,249.61,171.61,170.54,162.11,184.04,1099.65,176.83,191.17,1095.26,201.69,1087.82,1108.21,179.9,181.26,1099.78,200.29,1099.39,1108.26,200.52,1095,1107.95,1107.95,134.06,143.94,1052.5,154.46,1052.11,1060.98,139.61,1023.73,1045.59,1045.59,135.13,1034.37,1038.01,1042.85,999.89
77,175.96,178.6,188.86,294.88,188.73,196.97,290.23,214.52,290.74,300.59,192.67,190.36,291.51,214.15,295.33,297.69,213.69,290.68,297.21,301.04,143.67,147.6,245.03,165.15,246.33,251.22,147.89,217.1,233.95,235.25,146.97,228.14,221.98,234.32,177.54,170.33,164.2,185.99,1102.3,174.9,195.08,1096.82,204.73,1089.8,1112.99,178.03,184.85,1102.1,202.33,1101.93,1112.73,202.77,1096.46,1112.62,1112.62,134.31,148.96,1056.24,158.61,1056.07,1066.87,147.23,1028.18,1054.93,1054.93,134.29,1034.05,1040.13,1044.68,1005.76
78,179.27,180.34,191.3,320.2,190.76,199.04,315.06,216.09,316.11,323.45,195.45,192.65,316.31,216.02,320.77,320.41,215.22,315.63,319.56,324.02,148.34,151.85,272.16,168.91,273.66,276.26,150.92,243.98,258.23,259.72,149.26,253.96,243.86,258.06,199.7,168.99,164.28,179.89,293.8,172.25,191.01,290.69,200.45,293.15,296.14,176.4,180.97,284.4,197.75,293.34,286.48,198.42,290.23,286.74,295.68,137.87,149.79,252.36,159.23,254.82,254.92,150.08,231.84,244.88,247.34,130.76,225.47,206.86,228.03,192.26
79,180.93,191,186.85,331.34,196.77,196.39,325.69,218.77,327.56,332.73,202.08,190,326.69,218.77,332.21,329.32,217.55,326.57,328.09,333.61,158.68,152.99,286.7,175.37,288.81,289.32,158.22,259.88,272.16,274.28,151.54,264.97,252.17,267.59,207.45,170.18,166.7,182.86,295.41,173.63,192.62,292.05,202.73,294.19,297.81,177.62,181.69,285.5,199.73,294.3,287.83,200.06,290.94,287.9,296.71,138.46,150.46,253,160.57,255.14,255.65,150.86,231.56,245.37,247.51,130.64,224.64,205.74,227.29,191.77
80,181.27,195.29,186.9,324.1,200.38,196.96,319.46,221.72,321.96,325.82,204.57,189.39,318.56,221.12,325.22,321.15,220.26,320.58,320.28,326.94,159.22,151.01,277.29,175.77,279.87,279.88,157.37,249.41,261.47,264.05,153.72,257.82,244.91,260.41,198.6,168.37,164.29,184.82,294.63,172.36,193.45,291.52,203.29,293.08,298.07,175.09,182.21,284.99,199.93,292.73,288.37,200.17,289.62,288.42,296.17,135.33,150.33,251.41,160.16,252.97,254.94,150.85,230.28,245.28,246.84,129.72,222.18,205.95,225.71,190.17
81,186.5,200.86,194.03,327.04,205.52,202.61,322.68,227.12,325.25,328.04,209.21,194.72,320.71,226.27,327.74,322.75,225.24,323.38,321.72,328.75,163.49,156.03,279.43,180.55,282.02,281.46,160.44,250.81,261.36,263.95,157.09,258.56,245.28,260.6,192.68,166.11,160.1,181.6,289.71,172.56,191.36,286.53,201.75,288.15,295.32,175.85,183.8,284.31,200.53,290.1,289.93,201.1,286.92,289.91,295.71,127.42,141.7,240.05,152.09,241.67,245.67,142.58,218.85,235.57,237.19,131.1,220.09,209.22,225.71,188.11
82,179.39,190.33,187.19,318.3,198.49,196.74,315.45,219.48,317.86,320.33,199.27,187.02,310.46,217.09,317.82,312.98,216.6,314.97,312.49,319.85,162.4,157.47,278.54,180.21,280.94,281.06,160.48,250.98,261.33,263.73,158.76,259.49,248.33,262.01,190.4,172.94,169.12,181.7,292.49,178.96,192.79,286.3,204.8,286.87,297.86,184.55,185.66,288.27,204.19,292.33,294.24,204.39,286.13,293.63,297.69,140.68,148.32,247.41,160.33,248.46,253.39,145.54,217.52,237.8,238.84,140.93,228.26,219.6,234.23,187.62
83,168.25,176.02,169.55,299.54,182.78,182.79,294.92,203.07,297.77,300.66,185.07,173.32,290.47,200.76,298.73,292.93,199.61,294.1,291.59,299.85,163.65,159.06,274.46,179.34,277.31,276.93,159.92,245.64,257.31,260.16,157.9,255.66,243.07,258.13,191.08,168.78,167.94,180.42,286.48,178.29,189.57,279.85,205.42,279.53,293.64,184.42,183.15,283.67,205.64,287.09,291.62,205.21,280.46,290.83,294.24,141.24,146.61,242.73,162.46,243.91,250.68,145.62,211.9,233.47,234.65,146.49,227.58,221.8,235.52,186.8
84,151.86,157.1,154.21,283.27,162.13,165.19,275.36,184.23,278.43,283.16,169.37,160.33,277.34,185.19,284.48,280.11,182.7,276.57,277.23,284.37,152.67,149.45,264.66,168.48,267.78,267.42,151.12,237.92,249.67,252.79,150.01,248.92,235.63,251.68,193.1,171.79,157.48,189.4,292.75,173.99,199.41,286.02,207.36,285.75,301.34,180.36,195.83,290.73,207.91,292.89,300.36,207.98,286.15,299.32,301.48,140.95,160.55,252.85,168.5,253.48,262.48,150,220.36,242.87,243.5,155.54,239.41,238.81,249.04,191.25
85,146.44,150.11,151.64,280.62,158.58,162.69,273.73,181.93,276.43,282.93,164.96,158.29,276.4,182.71,282.51,280.58,181.22,275.62,278.71,284.81,145.66,144.18,260.24,163.42,263.21,264.41,149.27,237.36,249.89,252.86,146.59,246.02,235.05,250.19,196.24,178.81,176.15,189.4,303.72,185.34,202.07,296.48,215.72,297.04,309.93,192.62,199.92,302.14,216.73,304.68,309.64,215.88,297.44,308.35,310.89,150.35,160.81,261.18,174.46,262.41,268.68,157.15,231.79,250.94,252.17,158.07,245.59,242.78,253.08,188.68
86,150.89,152.69,157.92,284.7,164.22,169.39,279.09,188.28,281.43,288.7,168.89,163.79,280.23,188.22,286.13,285.42,187.4,280.53,284.23,290.14,147.55,148,262.11,166.89,264.8,267.31,152.97,239.49,253.02,255.71,150.19,247.74,238.73,252.93,196.96,182.01,179.27,200.07,312.37,190.57,207.31,306.07,222.34,306.24,317.67,196.44,203.67,310.04,223.06,312.82,316.67,221.74,306.52,315.34,318.12,153.25,164.85,268.58,179.87,269.64,275.21,161.43,240.2,256.76,257.81,160.53,250.28,245.89,256.92,189.01
87,152.88,152.72,158.58,285.37,164.85,170.59,279.42,188.22,281.46,289.16,169.47,164.8,280.51,188.03,286.17,285.72,187.18,280.23,284.31,289.97,150.48,151.41,264.77,169.04,267.19,269.98,155.05,241.56,255.43,257.84,151.6,249.18,240.59,254.39,196.77,186.38,188.85,188.95,316.91,196.58,202.9,312.41,217.92,313.29,320.14,199.91,196.78,312.39,216.76,316.1,316.27,216.43,311.6,315.62,319.33,155.73,157.56,270.92,172.58,271.92,274.8,155.57,242.62,257.47,258.47,149.98,249.01,242.57,252.89,186.86
88,150.49,150.58,156.88,283.08,161.48,168.11,276.2,185.74,277.93,286.65,167.02,162.86,278.47,185.9,283.73,283.82,184.63,276.85,282.04,287.31,149.82,151.07,264.27,168.7,266.53,269.62,155.49,241.58,255.9,258.16,149.87,247.19,238.52,252.54,196.95,183.02,193.65,192.81,314.38,200.16,203.21,310.74,224.56,312.49,318.07,202.86,196.42,309.53,223.4,314.64,313.63,222.99,311,313.23,318.33,156.39,155.59,266.35,176.93,268.18,270.45,159.1,239.19,252.62,254.44,156.17,247.41,239.86,251.51,182.88
89,145.1,148.99,155.4,279.01,157.46,164.34,271.02,184.78,272.67,282.78,164.77,160.88,275.73,186.11,280.66,281.72,184.01,272.68,279.5,284.44,147.12,148.03,260.47,168.46,263.01,266.47,155.08,238.34,252.97,255.51,150.56,244.99,236.64,250.98,196.63,178.49,187.46,192.17,313.11,193.98,203.07,309.91,223.11,312.62,316.98,197.01,196.33,307.48,221.8,314.25,311.6,221.54,311.05,311.35,318.13,153.23,157.99,267.76,178.02,270.47,271.9,163.03,244.14,256.91,259.62,155.82,248.27,238.59,252.4,189
90,145.12,150.58,157.17,279.65,156.57,163.73,269.74,185.3,271.34,281.96,166.24,162.34,277.15,188.31,281.87,282.95,184.85,271.96,279.46,284.19,148.22,148.73,261.16,170.29,263.85,266.96,153.57,235.54,250.21,252.91,154.9,248.44,239.76,254.23,196.23,174.68,182.93,185.28,309.93,189.32,196.11,307.8,214.78,310.74,312.5,191.55,188.43,303.19,213.11,311.07,305.67,212.99,308.94,305.76,313.64,144.55,147.44,261.13,166.1,264.07,263.82,151.42,238.39,249.14,252.08,144.51,242.48,230.42,245.16,188.24
91,145.33,150.54,156.84,278.67,157.6,164.4,269.89,185.61,271.51,281.89,166.26,162.57,276.48,187.98,281.03,282.38,185.34,272.25,279.7,284.25,144.87,145.38,256.96,166.58,259.64,262.86,150.89,232.53,247.13,249.81,151.55,244.56,236.29,250.47,194.63,171.83,170.58,184.36,301.13,181.21,195.42,299.53,208,301.77,305.25,182.48,185.15,292.4,205.67,301.05,296.2,206.07,299.45,296.52,305.17,133.54,144.17,249.87,156.75,252.11,254,144.4,225.72,241.25,243.49,136.45,231.41,218.58,235.55,192.78
92,147.51,151.4,157.54,279.25,160.13,166.19,271.64,186.48,273.13,283.04,167.51,163.43,276.88,188.08,281.36,282.67,186.19,273.75,280.67,285.15,144,144.28,255.34,164.57,257.85,261.13,150.45,232.62,246.9,249.41,148.22,241.38,233.15,247.18,193.18,165.6,163.49,181.02,288.86,173.42,190.78,287.02,202.03,288.67,294.14,174.41,179.08,279.36,199.19,287.67,284.46,199.59,285.83,284.64,292.95,127.7,141.31,239.32,152.55,240.96,244.66,142.32,215.62,234.04,235.69,130.72,218.73,206.42,224.08,188.48
93,149.13,152.64,159.2,280.68,161.65,167.83,273.36,187.73,274.75,284.5,168.42,163.94,277.58,188.89,282.26,283.28,187.11,274.94,281.39,286.07,145.68,146.25,257.21,166.15,259.52,262.91,151.55,233.58,248.2,250.51,148.97,242.22,233.89,247.92,193.18,164.89,159.19,174.19,280.33,172.08,186.13,277.66,196.31,279.57,285.41,174.15,176.41,272.71,194.22,280.15,277.78,195.39,277.48,277.79,285.23,130.73,140.62,234.82,150.8,236.72,239.89,142.43,213.66,230.36,232.27,128.9,213.66,200.78,218.74,183.43
94,147.29,151.9,158.36,278.81,161.13,167,272.51,187.3,274.15,283.03,166.13,160.82,274.13,187.26,279.55,279.83,185.83,273.25,278.35,283.77,146.28,147.11,257.45,167.41,259.7,263.15,152.6,233.52,248.29,250.53,149.65,241.89,233.62,247.58,192.09,163.2,155.96,171.24,281.22,169.19,182.18,278.34,191.23,279.74,285.21,170.37,170.4,272.03,188.11,279.45,276.06,189.35,276.58,276.02,283.45,132.48,141.17,240.17,150.22,241.56,244.2,140.77,217.41,233.47,234.86,126.91,216.97,202.83,221.01,185.01
95,143.52,147.26,152.9,273.74,159.12,164.01,269.69,183.72,271.95,279.35,160.62,154.12,266.41,181.36,273.43,272.47,181.11,269.38,272.03,279.05,143.46,144.49,253.77,164.2,256.27,259.83,152.48,232.95,247.92,250.42,145.29,237.17,228.52,243.23,193.41,160.04,152.93,168.73,274.11,162.35,179.19,271.4,185.52,272.34,277.4,163.9,166.75,263.68,181.72,271.21,266.8,183.05,268.51,266.98,274.51,125.11,136.61,231.48,142.94,232.42,234.82,132.77,205.74,223.28,224.22,120.41,208.53,194.08,211.87,179.27
96,148.1,150.04,151.46,273.67,162.17,165.91,269.02,184.23,271.93,278.6,165.21,157.72,267.34,182.71,274.7,272.8,183.01,270.05,272.26,279.63,145.43,144.61,251.84,162.94,254.93,257.3,152.72,231.87,246.25,249.33,144.02,235.17,224.51,240.63,193.52,157.61,1194.17,167.9,271.94,1189.08,175.93,269.25,1204.16,1202.75,274.65,1194.47,164.37,262.86,1204.2,1205.42,265.5,1204.15,1202.74,265.57,1208.13,1145.98,127.48,223.43,1155.71,1156.93,226.2,1143.98,1130.84,214.46,1147.96,1135.43,1136.64,187.45,1139.41,1097.21
97,155.94,157.07,156.92,281.53,170.2,172.17,277.01,190.26,280.18,285.83,173.64,164.56,275.74,189.22,283.31,280.56,189.87,278.79,280.04,287.61,148.26,145.75,254.6,163.85,257.93,259.41,153.07,233.99,247.48,250.81,145.48,238.41,226.37,243.22,194.96,168.34,1194.6,174.47,275.62,1190.9,184.43,273.06,1205.1,1203.38,278.58,1195.38,171.86,265.81,1205.1,1205.92,268.75,1205.07,1203.36,268.77,1208.88,1144.64,133.69,224.86,1154.36,1155.18,227.84,1143.57,1130.5,217.05,1147.37,1131.57,1132.39,184.53,1135.38,1090.55
98,162.72,164.94,164.15,291.15,182,179.2,290.19,198.76,293.86,295.9,180.28,166.51,281.12,195.73,291.79,285.87,196.76,290.84,285.87,296.54,146.64,142.65,254.48,162.21,258.15,259.36,152.71,236.42,248.82,252.49,143.61,238.51,226.04,243.39,197.25,163.43,1187.07,173.36,269.54,1183.12,182.56,266.8,1199.08,1195.95,273.27,1187.73,169.21,258.86,1198.95,1198.54,262.57,1198.93,1195.8,262.59,1202.27,1143.55,138.24,225.21,1154.77,1154.35,228.96,1145.14,1130.97,219.33,1148.47,1129.96,1129.55,182.8,1133.3,1088.88
99,161.88,166.8,164.1,293.96,181.47,177.18,293.37,197.28,297.45,297.32,179.08,162.12,281.47,193.59,294.34,284.73,194.39,293.75,284.83,297.7,141.24,135.94,252.42,156.04,256.5,256.08,149.2,237.83,248.43,252.51,132.3,231.96,214.46,235.61,199.57,148.22,1177.72,1177.72,260.25,1174.51,1174.51,259.66,1169.21,1189.27,1189.27,1175.83,1175.83,244.27,1175.73,1187.87,1187.87,1172.52,1187.28,1187.28,1187.28,1137.66,1137.66,220.08,1137.55,1149.7,1149.7,1113.55,1129.51,1129.51,1127.9,1110.67,1122.71,1122.71,1122.71,1066.47
100,162.84,169.3,166.91,298.34,182.56,179.23,297.96,199.91,302.92,300.92,180.96,165.37,286.18,196.85,300.23,288.31,197.35,299.85,288.75,302.81,139.05,134.53,253.36,155.22,258.32,256.22,147.53,239.42,248.03,252.99,132.51,235.12,215.71,237.98,201.1,169.77,1181.04,1181.04,258.35,1179.67,1179.67,258.3,1175.37,1191.01,1191.01,1177.84,1177.84,240.12,1177.57,1187.59,1187.59,1176.2,1187.54,1187.54,1187.54,1132.95,1132.95,209.98,1132.67,1142.69,1142.69,1112.79,1126.24,1126.24,1125.76,1098.54,1108.29,1108.29,1108.29,1044.53
