,Distance (mm) Tail_base_1-Center_1,Distance (mm) Tail_base_1-Lat_left_1,Distance (mm) Tail_base_1-Lat_right_2,Distance (mm) Tail_base_1-Nose_2,Distance (mm) Tail_base_1-Lat_left_2,Distance (mm) Tail_base_1-Ear_left_2,Distance (mm) Tail_base_1-Ear_right_1,Distance (mm) Tail_base_1-Lat_right_1,Distance (mm) Tail_base_1-Tail_base_2,Distance (mm) Tail_base_1-Ear_right_2,Distance (mm) Tail_base_1-Ear_left_1,Distance (mm) Tail_base_1-Center_2,Distance (mm) Tail_base_1-Nose_1,Distance (mm) Center_1-Lat_left_1,Distance (mm) Center_1-Lat_right_2,Distance (mm) Center_1-Nose_2,Distance (mm) Center_1-Lat_left_2,Distance (mm) Center_1-Ear_left_2,Distance (mm) Center_1-Ear_right_1,Distance (mm) Center_1-Lat_right_1,Distance (mm) Center_1-Tail_base_2,Distance (mm) Center_1-Ear_right_2,Distance (mm) Center_1-Ear_left_1,Distance (mm) Center_1-Center_2,Distance (mm) Center_1-Nose_1,Distance (mm) Lat_left_1-Lat_right_2,Distance (mm) Lat_left_1-Nose_2,Distance (mm) Lat_left_1-Lat_left_2,Distance (mm) Lat_left_1-Ear_left_2,Distance (mm) Lat_left_1-Ear_right_1,Distance (mm) Lat_left_1-Lat_right_1,Distance (mm) Lat_left_1-Tail_base_2,Distance (mm) Lat_left_1-Ear_right_2,Distance (mm) Lat_left_1-Ear_left_1,Distance (mm) Lat_left_1-Center_2,Distance (mm) Lat_left_1-Nose_1,Distance (mm) Lat_right_2-Nose_2,Distance (mm) Lat_right_2-Lat_left_2,Distance (mm) Lat_right_2-Ear_left_2,Distance (mm) Lat_right_2-Ear_right_1,Distance (mm) Lat_right_2-Lat_right_1,Distance (mm) Lat_right_2-Tail_base_2,Distance (mm) Lat_right_2-Ear_right_2,Distance (mm) Lat_right_2-Ear_left_1,Distance (mm) Lat_right_2-Center_2,Distance (mm) Lat_right_2-Nose_1,Distance (mm) Nose_2-Lat_left_2,Distance (mm) Nose_2-Ear_left_2,Distance (mm) Nose_2-Ear_right_1,Distance (mm) Nose_2-Lat_right_1,Distance (mm) Nose_2-Tail_base_2,Distance (mm) Nose_2-Ear_right_2,Distance (mm) Nose_2-Ear_left_1,Distance (mm) Nose_2-Center_2,Distance (mm) Nose_2-Nose_1,Distance (mm) Lat_left_2-Ear_left_2,Distance (mm) Lat_left_2-Ear_right_1,Distance (mm) Lat_left_2-Lat_right_1,Distance (mm) Lat_left_2-Tail_base_2,Distance (mm) Lat_left_2-Ear_right_2,Distance (mm) Lat_left_2-Ear_left_1,Distance (mm) Lat_left_2-Center_2,Distance (mm) Lat_left_2-Nose_1,Distance (mm) Ear_left_2-Ear_right_1,Distance (mm) Ear_left_2-Lat_right_1,Distance (mm) Ear_left_2-Tail_base_2,Distance (mm) Ear_left_2-Ear_right_2,Distance (mm) Ear_left_2-Ear_left_1,Distance (mm) Ear_left_2-Center_2,Distance (mm) Ear_left_2-Nose_1,Distance (mm) Ear_right_1-Lat_right_1,Distance (mm) Ear_right_1-Tail_base_2,Distance (mm) Ear_right_1-Ear_right_2,Distance (mm) Ear_right_1-Ear_left_1,Distance (mm) Ear_right_1-Center_2,Distance (mm) Ear_right_1-Nose_1,Distance (mm) Lat_right_1-Tail_base_2,Distance (mm) Lat_right_1-Ear_right_2,Distance (mm) Lat_right_1-Ear_left_1,Distance (mm) Lat_right_1-Center_2,Distance (mm) Lat_right_1-Nose_1,Distance (mm) Tail_base_2-Ear_right_2,Distance (mm) Tail_base_2-Ear_left_1,Distance (mm) Tail_base_2-Center_2,Distance (mm) Tail_base_2-Nose_1,Distance (mm) Ear_right_2-Ear_left_1,Distance (mm) Ear_right_2-Center_2,Distance (mm) Ear_right_2-Nose_1,Distance (mm) Ear_left_1-Center_2,Distance (mm) Ear_left_1-Nose_1,Distance (mm) Center_2-Nose_1
77,102.26,65.19,101.1,99.35,71.63,110.18,92.84,70.34,442.56,49.71,143.28,96.53,108.17,165.75,181.7,158.68,172.36,137.86,194.6,35.48,506.63,144.38,245.5,196.54,209.99,62.39,86.79,6.63,120.4,29.99,135.33,428,26.76,81.88,31.34,55.5,39.67,62.7,82.63,74.91,159.97,485.86,54.43,112.34,61.46,106.02,89.71,43.08,107.61,143.42,514.78,66.98,150.28,96.42,138.44,124.7,23.58,141.84,425.45,32.67,75.4,25.04,50.48,145.3,132.08,544.66,95.84,191.17,135.92,175.03,163.15,411.03,56.14,51.9,15.38,31.18,474.82,116.5,213.12,166.59,176.44,449.67,387.01,425.21,380.14,107.63,53.55,82.06,56.06,40.73,45.1
78,96.73,77.95,108.05,104.56,78.16,110.26,99.02,64.16,442.36,56.63,155.55,103.11,113.31,171.99,179.53,157.28,172.36,132.94,194.6,35.48,506.63,144.38,251.91,196.54,209.99,65.98,90.19,0.95,123.58,24.25,141.57,426.39,31.93,82.04,25.18,51.38,36.53,66.88,79.63,79.93,158.69,490.75,56.22,121.72,66.71,111.09,91.13,43.32,109.26,142.39,516.06,67.88,156.5,98.2,140.04,124.5,23.58,141.84,425.45,32.67,81.45,25.04,50.48,145.5,127.43,543.11,94.98,196.82,136.56,174.93,163.15,411.03,56.14,58.03,15.38,31.18,474.82,116.5,219.6,166.59,176.44,449.67,386.76,425.21,380.14,113.51,53.55,82.06,61.39,47.06,45.1
79,97.56,79.22,113.2,110.2,79.45,115.49,99.63,64.11,117.64,59.72,160.27,104.47,112.51,171.73,179.57,157.26,172.36,131.21,194.6,35.48,207.93,144.38,256.51,196.54,209.99,67.31,90.58,1.62,124.35,24.73,141.38,38.64,31.42,86.65,25.29,52.01,35.96,68.85,80.42,81.98,159.07,66.31,57.68,125.85,68.75,113.14,92.2,44.72,110.33,142.61,99.71,68.86,160.12,99.26,141.11,125.89,23.58,141.84,38.67,32.67,85.67,25.04,50.48,147.04,126.19,141.09,96.13,201.61,138.25,176.35,163.15,28.1,56.14,62.37,15.38,31.18,178.87,116.5,224.31,166.59,176.44,63.72,60.57,14.57,53.66,117.55,53.55,82.06,65,52.03,45.1
80,107.84,74.2,115.37,113.77,73.05,122.9,91.88,73.72,111.98,57.61,156.95,98,102.76,173.18,181.17,156.48,172.36,130.62,194.6,35.48,207.91,144.38,261.5,196.54,209.99,69.18,91.87,1.34,125.85,23.23,142.77,37.84,32.91,89.48,23.97,50.72,37.2,70.18,81.54,82.94,160.8,65.84,59.44,127.32,69.54,114.07,92.47,44.44,110.73,141.93,99.5,68.89,162.54,99.73,141.47,126.11,23.58,141.84,39.04,32.67,90.08,25.04,50.48,147.31,125.7,140.79,96.27,204.32,138.57,176.57,163.15,28.99,56.14,67.03,15.38,31.18,178.96,116.5,229.54,166.59,176.44,63.64,63.54,15.22,54.71,121.59,53.55,82.06,68.54,58.23,45.1
81,114.98,72.8,118.41,116.93,69.48,128.25,87.08,80.53,106.34,57.53,158.26,94.17,96.32,176.08,181.42,153.11,172.36,128.29,194.6,35.48,205.42,144.38,268.01,196.54,209.99,73.51,96.68,3.71,129.82,20.15,145.53,33.67,35.99,92.55,21.49,48.02,39.67,73.1,82.11,85.95,161.55,67.16,61.71,133.01,72.53,117.08,94.89,42.46,113.63,139.25,101.17,70.23,170.01,102.96,144.23,127.3,23.58,141.84,36.87,32.67,96.23,25.04,50.48,148.67,123.85,140.43,97.16,210.3,140.13,177.77,163.15,28.06,56.14,73.43,15.38,31.18,176.52,116.5,236.25,166.59,176.44,61.14,70.21,13.64,54.84,127.37,53.55,82.06,74.03,65.51,45.1
82,117.99,72.53,122.13,125.7,68.73,132.13,85.62,83.36,101.35,58.51,153.81,93.22,93.88,177.15,178.7,151.49,172.36,123.42,194.6,35.48,200.2,144.38,265.35,196.54,209.99,80.41,107.61,4.86,135.26,18.83,146.51,29.39,37.31,88.65,20.77,46.71,41.85,78.76,81.99,92.56,160.08,70.85,64.85,137.79,79.42,123.73,104.48,40.81,123.49,139.89,106.74,78.88,177.16,112.92,154.01,131.29,23.58,141.84,32.69,32.67,93.5,25.04,50.48,153.01,120.42,140.77,100.58,212.89,144.9,181.76,163.15,27.23,56.14,70.75,15.38,31.18,171.45,116.5,233.63,166.59,176.44,55.88,72.51,11.89,55.93,124.61,53.55,82.06,71.26,63.41,45.1
83,119.09,71.26,124.74,127.16,68.91,133.85,85.44,84.37,96.79,59.45,142.57,93.29,93.16,175.72,175.58,151.49,172.36,118.5,194.6,35.48,193.38,144.38,254.66,196.54,209.99,85.09,107.09,3.52,137.57,20.06,145.06,27.1,36.15,79.54,22.2,47.44,35.67,83.3,81.64,97.97,158.03,71.44,67.23,136.98,85.14,129.15,104.48,46.57,123.49,139.89,100.34,78.88,169.2,112.92,154.01,134.38,23.58,141.84,28.5,32.67,83.02,25.04,50.48,156.41,116.74,137.92,103.19,208.4,148.72,184.78,163.15,28.77,56.14,60.1,15.38,31.18,164.98,116.5,222.86,166.59,176.44,49.01,70.54,14.05,59.13,114.42,53.55,82.06,61.32,53.19,45.1
84,118.94,73.21,123.97,127.96,69.66,136.9,86.08,84.16,93.83,60.32,134.63,94,93.56,177.63,171.9,151.49,172.36,111.53,194.6,35.48,188.29,144.38,245.63,196.54,209.99,87.21,108.86,5.63,146.76,17.96,146.85,24.93,38.26,68.39,20.82,45.5,31.97,83.84,87.84,99.29,154.7,69.89,66.27,131.8,86.81,130.45,104.48,56.85,123.49,139.89,96.2,78.88,161,112.92,154.01,141.44,23.58,141.84,25.7,32.67,73.88,25.04,50.48,163.86,112.44,141.47,109.69,208.12,156.76,191.64,163.15,30.28,56.14,51.03,15.38,31.18,160.07,116.5,213.96,166.59,176.44,43.92,66.65,16.93,61.27,105.27,53.55,82.06,52.23,46.41,45.1
85,118.44,74.42,121.15,128.36,70.4,141.14,86.81,83.62,91.14,60.96,134.56,94.74,94.21,178.39,162.31,151.49,172.36,104.91,194.6,35.48,183.55,144.38,244.48,196.54,209.99,91.27,109.61,6.48,156.52,17.1,147.56,24.33,39.12,66.33,20.32,44.7,22.22,86.71,88.75,103.99,146.24,72.25,65.41,137.56,92.45,134.95,104.48,68.48,123.49,139.89,92.54,78.88,159.24,112.92,154.01,150.26,23.58,141.84,23.76,32.67,72.59,25.04,50.48,173,109.21,146.96,118.1,216.48,166.47,200.17,163.15,32.3,56.14,49.88,15.38,31.18,155.51,116.5,212.91,166.59,176.44,39.21,69.54,20.39,63.48,103.85,53.55,82.06,50.72,46.34,45.1
86,118.4,74.72,119.62,128.53,70.57,148.89,86.95,83.57,88.02,61.15,137.08,94.9,94.31,178.5,156.11,151.49,172.36,101.64,194.6,35.48,176.98,144.38,246.7,196.54,209.99,94.11,109.59,6.55,167.78,17.03,147.68,26.9,39.18,68.38,20.18,44.7,16.49,89.26,94.08,107.55,140.88,69.8,65.8,143.94,96.63,138.28,104.48,80.56,123.49,139.89,85.91,78.88,160.43,112.92,154.01,161.43,23.58,141.84,24.55,32.67,74.72,25.04,50.48,184.35,109.96,151.29,129.07,229.93,178.16,211.09,163.15,37.89,56.14,52.12,15.38,31.18,149.48,116.5,215.2,166.59,176.44,32.98,78.67,27.41,68.95,105.83,53.55,82.06,52.57,48.71,45.1
87,118.76,74.59,122.42,128.51,70.25,160.4,86.6,83.93,86.97,60.96,137.15,94.57,93.93,178.53,142.15,151.49,172.36,103.06,194.6,35.48,169.12,144.38,246.75,196.54,209.99,108.58,109.31,6.47,181.1,17.12,147.75,35.62,39.05,68.33,19.99,44.95,9.34,103.39,86.65,123.49,130.75,75.07,75.87,161.9,113.83,153.51,104.48,93.18,123.49,139.89,74.73,78.88,159.49,112.92,154.01,174.89,23.58,141.84,32.03,32.67,74.64,25.04,50.48,197.87,115.53,153.63,142.47,242.94,191.78,224.43,163.15,48.78,56.14,52.23,15.38,31.18,142.94,116.5,215.36,166.59,176.44,27.72,89.31,38.93,79.53,105.57,53.55,82.06,52.2,49.75,45.1
88,119.27,74.2,126.83,128.32,69.67,168.38,85.99,84.47,89.71,60.53,135.36,93.98,93.34,178.51,138.6,151.49,172.36,103.41,194.6,35.48,163.28,144.38,244.97,196.54,209.99,116.53,108.91,6.32,190.76,17.32,147.78,46.86,38.83,66.52,19.81,45.33,15.37,111.58,88.5,132.05,129.39,71.6,83.2,168.31,122.65,161.86,104.48,103.51,123.49,139.89,62.5,78.88,156.8,112.92,154.01,184.8,23.58,141.84,43.11,32.67,72.74,25.04,50.48,207.86,118.94,152.75,152.29,250.74,201.96,234.14,163.15,61,56.14,50.59,15.38,31.18,138.92,116.5,213.74,166.59,176.44,29.18,98.16,51.06,91.62,103.43,53.55,82.06,49.98,49.73,45.1
89,119.84,73.66,132.23,128.06,68.98,173.67,85.28,85.07,94.8,60.01,133.5,93.28,92.66,178.44,136.9,151.49,172.36,103.52,194.6,35.48,161.27,144.38,243.2,196.54,209.99,124.3,108.5,6.17,197.15,17.55,147.76,56.24,38.58,64.77,19.68,45.71,22.35,119.65,88.45,140.3,129.86,70.82,90.8,174.05,131.01,169.99,104.48,110.76,123.49,139.89,52.83,78.88,154.1,112.92,154.01,191.43,23.58,141.84,52.81,32.67,70.88,25.04,50.48,214.56,121.07,152.31,158.87,255.24,208.84,240.62,163.15,70.7,56.14,49.05,15.38,31.18,138.64,116.5,212.13,166.59,176.44,35.37,103.8,60.32,101.4,101.31,53.55,82.06,47.8,49.86,45.1
90,120.43,73.05,135.23,127.86,68.33,178.66,84.6,85.68,98.76,59.54,132.9,92.61,91.99,178.35,132.01,151.49,172.36,105.76,194.6,35.48,159.12,144.38,242.82,196.54,209.99,131.12,108.21,6.04,202.01,17.76,147.7,63.92,38.38,64.47,19.65,45.99,31.27,126.57,84.17,147.66,127.12,71.23,96.89,181.11,138.79,177.01,104.48,115.4,123.49,139.89,44.79,78.88,152.78,112.92,154.01,196.51,23.58,141.84,60.66,32.67,70.46,25.04,50.48,219.65,124.45,150.74,163.95,259.25,213.92,245.69,163.15,78.75,56.14,48.9,15.38,31.18,137.97,116.5,211.88,166.59,176.44,40.91,109.95,68.25,109.43,100.66,53.55,82.06,47.11,50.77,45.1
91,120.99,72.53,141.27,157.44,67.83,182.68,84.04,86.25,99.29,59.25,133.33,92.09,91.41,178.27,131.62,113.14,172.36,108.22,194.6,35.48,152.77,144.38,243.55,196.54,209.99,138.61,169.8,5.95,205.51,17.87,147.64,70.73,38.27,65.28,19.68,46.12,39.75,134.16,80.59,155.34,128.83,70.36,104.26,188.83,146.52,184.62,164.75,40.85,187.27,121.08,106.09,132.83,224.61,180.22,214.86,200.15,23.58,141.84,67.18,32.67,71.19,25.04,50.48,223.27,127.53,145.31,167.6,262.97,217.48,249.36,163.15,86.32,56.14,49.79,15.38,31.18,132.96,116.5,212.69,166.59,176.44,43.98,118.74,76.41,116.69,101.21,53.55,82.06,47.66,52.07,45.1
92,121.48,72.16,143.39,158.63,67.49,185.29,83.64,86.73,95.53,59.13,134.12,91.73,113.48,178.27,129.88,112.91,172.36,109.71,194.6,35.48,142.96,144.38,244.69,196.54,229.83,142.08,171.05,5.95,207.74,17.86,147.63,75.11,38.28,66.43,19.69,55.48,37.05,137.54,78.3,158.87,128.15,67.46,107.38,193.48,150.22,194.8,165.98,41.3,188.52,121.25,99.31,134.02,226.75,181.51,225.48,202.37,23.58,141.84,70.95,32.67,72.33,25.04,61.17,225.48,129.4,138.74,169.83,265.97,219.65,262.88,163.15,91.54,56.14,50.99,15.38,37.62,123.88,116.5,213.87,166.59,197.23,44.01,127.46,82.83,127.36,102.28,53.55,93.76,48.74,29.23,44.7
93,121.85,71.96,141.27,159.47,67.33,186.28,83.39,87.1,87.79,59.15,134.53,91.53,113.18,178.34,125.14,111.66,172.36,109.63,194.6,35.48,132.76,144.38,245.56,196.54,229.83,142.18,172.53,6.04,208.79,17.73,147.69,75.73,38.41,67.22,19.69,55.35,36.07,137.35,76.48,158.99,123.75,66.52,106.71,195.64,150.73,195.21,167.28,40.41,189.88,120.56,97.41,135.24,229.4,182.99,226.89,203.27,23.58,141.84,70.83,32.67,73.2,25.04,61.17,226.39,129.6,135.15,170.71,267.99,220.6,263.8,163.15,92.76,56.14,51.75,15.38,37.62,113.2,116.5,214.69,166.59,197.23,40.84,132.95,85.62,129.52,103.22,53.55,93.76,49.68,29.23,44.7
94,122.08,71.87,137.47,159.1,67.31,185.55,83.32,87.32,81.52,59.27,133.52,91.5,113.04,178.37,118.46,108.4,172.36,107.51,194.6,35.48,126.65,144.38,245.47,196.54,229.83,141.39,173.59,6.09,208.67,17.65,147.69,74.94,38.49,67.13,19.73,55.27,35.73,136.28,74.26,158.32,117.27,66.97,105.07,197.7,150.62,194.9,168.17,38.57,190.91,118.01,98.68,135.99,232.25,184.28,228.03,203.03,23.58,141.84,69.6,32.67,73.17,25.04,61.17,226.2,127.79,134.34,170.44,269.23,220.56,263.65,163.15,92.23,56.14,51.26,15.38,37.62,106.21,116.5,214.37,166.59,197.23,38.11,135.47,86.27,129.46,103.62,53.55,93.76,50.11,26.74,44.7
95,122.11,71.82,133.96,155.27,67.45,183.43,83.41,87.34,78.54,59.47,131.24,91.62,111.03,178.16,111.43,103.28,172.36,103.36,194.6,35.48,120.57,144.38,244.35,196.54,228.02,141.02,171.19,5.88,207.65,17.84,147.49,77.26,38.3,66.45,19.92,54.21,32.44,135.91,71.69,158.33,110.6,64.69,104.19,200.16,151.25,194.31,165.87,39.32,188.77,112.83,93.99,133.53,231.83,182.5,225,202.15,23.58,141.84,71.89,32.67,72.32,25.04,59.87,225.4,124.15,130.54,169.52,269.76,220.05,261.78,163.15,94.93,56.14,49.79,15.38,36.4,100.03,116.5,212.89,166.59,195.34,39.63,139.85,89.81,131.28,103.41,53.55,92.51,50.15,24.49,44.16
96,121.92,71.85,130.48,150.68,67.72,181.27,83.69,87.14,76.62,139.96,131.41,91.9,109.59,177.71,107.16,98.86,172.36,98.84,194.6,35.48,118.99,64.77,244.17,196.54,226.65,138.93,167.39,5.4,206.71,18.36,147.07,76.43,171.8,66.72,20.22,54.04,30.34,134.26,72.32,156.88,106.05,63.42,53.7,199.07,150.19,192.55,162.53,42.04,185.55,107.89,91.05,35.29,228.8,179.58,221.3,201.68,23.58,141.84,71.51,166.56,72.12,25.04,59.12,225.02,120.34,130.4,42.3,269.55,219.99,260.76,163.15,94.68,190.14,49.62,15.38,35.77,98.07,79.8,212.73,166.59,193.87,97.36,139.75,89.92,130.44,236.81,186.93,225.51,49.89,26.72,44.23
97,121.53,72.43,128.12,150.46,68.08,180.93,84.08,86.73,75.72,139.67,135.55,92.27,110.44,177.67,106.62,98.86,172.36,97.58,194.6,35.48,118.91,64.77,247.87,196.54,227.23,136.4,167.09,5.31,207.05,18.6,147.08,75.51,171.58,70.46,20.08,55.1,32.17,132.04,75.14,154.69,104.8,61.93,54.28,200.12,148.08,191.19,162.53,43.22,185.55,107.89,91.73,35.29,231.95,179.58,222.11,202.27,23.58,141.84,70.85,166.56,75.76,25.04,59.89,225.64,119.5,131.65,41.92,273.56,220.72,262.14,163.15,94.06,190.14,53.34,15.38,36.56,97.76,79.8,216.47,166.59,194.41,97.79,142.61,89.41,130.6,240.23,186.93,226.25,53.32,29.87,45.09
98,121.16,73.91,126.57,150.11,68.21,176.59,84.29,86.38,75.48,139.29,140.1,92.43,110.66,178.83,107.77,98.86,172.36,94.34,194.6,35.48,118.89,64.77,254.3,196.54,227.13,134.87,167.72,6.48,204.16,17.86,148.31,76.21,172.44,76.78,18.76,54.27,34.47,129.99,74.46,152.59,105.23,60,56.27,207.27,145.89,188.92,162.53,40.45,185.55,107.89,91.72,35.29,241.2,179.58,221.96,198.62,23.58,141.84,70.87,166.56,83.03,25.04,59.75,222.01,115.77,128.04,37.95,279.06,217.21,258.35,163.15,94.07,190.14,59.89,15.38,36.42,97.74,79.8,222.31,166.59,194.32,97.77,151.28,89.42,130.47,248.63,186.93,226.12,61.87,30.38,44.93
99,121.14,76.32,126.11,149.72,67.78,172.79,83.96,86.39,75.16,139,140.45,92.03,105.2,181.74,107.77,98.86,172.36,97.81,194.6,35.48,118.68,64.77,256.04,196.54,222.74,136.85,169.84,9.43,199.86,15.74,151.27,78.82,174.94,76.88,15.83,50.62,34.47,129.99,66.15,152.59,105.23,59.64,56.27,211.19,145.89,187.37,162.53,31.76,185.55,107.89,91.35,35.29,244.99,179.58,220.09,192.21,23.58,141.84,71.23,166.56,85.62,25.04,57.56,215.48,116.6,121.05,37.03,275.63,210.21,249.72,163.15,94.44,190.14,62.2,15.38,34.92,97.62,79.8,223.69,166.59,189.63,97.43,155.01,89.78,128.79,251.75,186.93,223.29,65.43,35.89,45.4
100,121.76,78.66,414.04,149.37,66.44,173.85,82.72,87.1,74.17,138.98,142.65,90.72,105.3,185.86,506.63,98.86,172.36,104.12,194.6,35.48,118.06,64.77,260.33,196.54,224.36,422.49,173.28,13.54,201.53,12.76,155.37,82.92,178.76,78.55,12.06,50.59,563.08,425.45,586.17,411.03,474.82,482.93,547.94,378.96,425.21,378.85,162.53,28.39,185.55,107.89,90.9,35.29,251.06,179.58,222.77,190.63,23.58,141.84,71.71,166.56,90.87,25.04,60.24,213.74,121.32,118.93,41.53,279.42,207.95,250.84,163.15,94.93,190.14,67.33,15.38,37.85,97.06,79.8,227.64,166.59,191.08,96.85,161.33,90.32,131.91,257.28,186.93,225.65,71.49,37.73,48.6
