,Animal_1 three-point convex hull (area mm) Ear_left_1-Ear_right_1-Nose_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Ear_right_1-Center_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Ear_right_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Ear_right_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Nose_1-Center_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Nose_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Nose_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Nose_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Center_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Center_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Center_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Lat_left_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Lat_left_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_left_1-Lat_right_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Nose_1-Center_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Nose_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Nose_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Nose_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Center_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Center_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Center_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Lat_left_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Lat_left_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Ear_right_1-Lat_right_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Nose_1-Center_1-Lat_left_1,Animal_1 three-point convex hull (area mm) Nose_1-Center_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Nose_1-Center_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Nose_1-Lat_left_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Nose_1-Lat_left_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Nose_1-Lat_right_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Center_1-Lat_left_1-Lat_right_1,Animal_1 three-point convex hull (area mm) Center_1-Lat_left_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Center_1-Lat_right_1-Tail_base_1,Animal_1 three-point convex hull (area mm) Lat_left_1-Lat_right_1-Tail_base_1,Animal_2 three-point convex hull (area mm) Ear_left_2-Ear_right_2-Nose_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Ear_right_2-Center_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Ear_right_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Ear_right_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Nose_2-Center_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Nose_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Nose_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Nose_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Center_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Center_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Center_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Lat_left_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Lat_left_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_left_2-Lat_right_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Nose_2-Center_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Nose_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Nose_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Nose_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Center_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Center_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Center_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Lat_left_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Lat_left_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Ear_right_2-Lat_right_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Nose_2-Center_2-Lat_left_2,Animal_2 three-point convex hull (area mm) Nose_2-Center_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Nose_2-Center_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Nose_2-Lat_left_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Nose_2-Lat_left_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Nose_2-Lat_right_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Center_2-Lat_left_2-Lat_right_2,Animal_2 three-point convex hull (area mm) Center_2-Lat_left_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Center_2-Lat_right_2-Tail_base_2,Animal_2 three-point convex hull (area mm) Lat_left_2-Lat_right_2-Tail_base_2
63,108.73,185.05,159.22,205.59,299.84,191.86,178.54,202.95,310.7,197.19,211.19,301.44,225.31,301.06,313.51,148.82,133.05,164.14,265.67,119.57,140.25,224.29,151.92,221.47,240.59,151.62,150.34,247.88,174.53,257.57,254.74,92.96,158.51,145.27,182.4,103.54,155.89,155.17,173.17,268.6,152.98,167.11,157.58,270.18,173.54,174.34,265.52,199.7,268.27,276.85,118.91,126.7,131.7,232.27,111.46,126.8,205.95,145.82,202.35,225.47,117.5,105.31,201.63,139.17,212.88,208.47,88.36,140.64,146.56,169.04
64,106.79,167.14,157.57,200.49,295.62,174.1,177.72,197.8,306.83,185.4,202.06,297.24,222.43,297.11,309.84,131.88,132.86,159.54,262.37,111.38,134.64,223.62,152.37,220.85,240.18,140.22,140.64,243.51,171.57,253.94,250.44,93.99,162.51,155.59,182.77,93.41,160.67,166.92,164.41,277.42,163.88,180.76,155.63,283.74,184.93,179.83,277.59,206.94,278.91,290.03,126.55,140.59,124.84,244.5,126.56,130.83,220.15,155.1,218.63,239.12,132.88,114.54,218.96,149.44,228.06,225.94,92.34,140.61,158.52,177.86
65,107.55,173.91,160.12,197.6,298.93,179.68,178.97,193.14,307.62,190.38,201.83,299.15,221.16,301.05,309.82,136.49,132.91,154.69,262.44,114.91,133.97,224.55,150.44,223.59,239.97,142.61,138.35,242.09,167.9,254.21,247.28,92.21,161.36,151.71,183.88,99.5,170.88,190.48,173.69,289.18,175.29,206.52,165.09,298.16,207.99,190.33,290.71,230.49,291.32,304.96,136.5,164.72,133.19,257.07,144.39,136.62,227.81,173.78,225.42,248.95,156.88,124.48,233.26,173.25,242.48,241.38,106.79,143.32,165.98,184.14
66,110.28,177.24,167.01,199.31,308.9,179.27,183.2,191.11,313.27,196.08,202.06,307.32,225.17,311.87,315.83,134.32,134.02,151.79,266.07,117.77,133.61,231,152.49,231.32,245.14,141.75,133.19,243.15,166.24,257.64,247.07,93.98,168.48,155.98,189.65,103.16,171.44,178.03,177.83,295.05,173.44,193.77,166.77,303.03,197.93,187.59,295.5,219.57,295.38,308.3,141.07,156.49,141.75,267.01,135.22,137.15,234.06,164.22,229.02,254.21,149.65,124.76,240.72,165.58,249.43,247.81,96.85,152.35,167.4,187.75
67,107.31,174.56,169.35,174.21,316.17,171.13,179.8,158.88,315.27,193.36,183.77,312.29,208.02,317.97,318.48,128.37,130.94,124.91,269.8,118.22,123.53,240.54,141.68,240.14,255.53,133.45,112.98,244.43,145.01,257.9,247.51,89.94,174.95,175.9,204.95,101.4,171.71,164.49,177.27,302.19,173.09,177.78,166.83,307.13,186.85,187.94,301.09,207.13,302.21,311.32,136.35,136.99,136.92,267.76,123.35,135.32,239,150.46,236.07,256.06,133.04,121.29,240.35,148.34,249.33,245.6,85.5,159.33,167.63,191.12
68,104.89,171.15,162.14,184.51,318.14,165.44,170.18,167.86,315.15,185.98,186.22,313.06,208.92,318.69,319.68,125.64,123.48,136.65,272.41,112.73,128.47,243.77,144.26,242.49,258.98,127.35,118.4,247.36,147.94,259.83,251.63,89.29,180.73,175.1,205.52,102.83,168.19,172.61,175.36,302.28,163.24,179.97,156.54,300.59,185.59,181.01,296.65,207.58,300.16,305.83,134.04,144.47,137.21,268.05,124.95,136.55,238.99,156.81,236.19,258.03,131.6,117.02,236.59,149.59,246.1,241.76,89.19,157.29,171.81,191.15
69,105.94,170.27,158.42,180.03,315.42,167.16,170.64,164.1,314.53,185.91,184.7,310.78,206.97,317.09,317.79,131,127.78,136.92,275.66,113.43,127.89,242.28,143.46,241.89,258.27,134.32,120.64,250.06,151.54,265,253.23,93.45,182.56,176.12,209.85,102.15,162.08,1065.9,173.32,298.7,150.7,1072.53,149.1,292.26,1071.11,169.97,289.8,1083.77,1075.93,298.08,128.99,1038.42,137.62,265.68,1012.99,134.49,239.22,1035.88,1012.94,257.73,1017.81,108.46,230.97,1027.86,1022.71,236.65,963.37,934.89,171.12,954.81
70,96.93,167.91,153.64,183.29,310.27,167.6,167.2,173.33,311.81,184.01,186.52,307.09,207.86,312.76,313.64,134.6,129.09,146.18,276.7,118.49,131.97,244.57,148.19,245.13,256.98,139.02,128.97,253.09,159.07,267.52,255.84,90.68,181.22,165.92,202.09,103.91,160.22,1070.04,174.31,295.81,150.86,1076.11,151.57,290.23,1073.54,172,287.6,1085.89,1077.75,295.89,124.7,1039.16,135.77,259.99,1012.99,132.6,233.76,1035.69,1013.11,252.41,1016.33,107.12,225.44,1025.66,1020.23,230.72,963.61,935.13,168.62,952.03
71,90.4,155.55,158.5,172.73,306.13,157.17,172.85,165.8,310.09,180.53,175.45,304.49,204.45,308.94,311.24,125.78,137.36,138.91,276.56,122.87,126.39,248.78,151.29,249.13,260.04,137.02,119.27,252.55,156.89,265.62,255.25,86.91,180.38,171.98,198.37,110.17,169.81,166.12,178.06,1074.47,164.47,174.75,158.91,1083.15,182.85,181.92,1079.31,204.12,1074.09,1091.18,129.62,133.19,133.89,1039.59,117.86,133.48,1012.34,148.97,1000.4,1034.04,121.06,108.89,1015.57,138.35,1017.6,1023.46,86.4,938.81,959.58,973.54
72,87.59,151.31,152.21,168.61,304.2,155.88,168.25,165.77,310.73,173.98,171.67,303.72,196.77,306.64,309.67,123.89,133.49,136.99,277.09,118.47,122.15,249.33,144.48,249.49,258.5,133.35,118.14,254.7,151.93,266.32,256.44,79.11,180.58,170.88,195.23,110.3,161.38,157.9,174.73,1075.48,156.79,170.23,156.41,1084.26,177.77,175.3,1079.53,201,1074.7,1090.81,122.28,128.16,131.11,1041.19,112.9,127.2,1013.66,145.34,1001.27,1034.14,118.57,102.23,1015.78,137.29,1020.32,1022.54,89.84,949.24,962.82,979.61
73,87.62,155.59,148.7,172.72,303.14,162.77,166.57,171.81,311.97,173.85,178.57,303.29,198.66,305.38,310.64,130.12,132.09,142.31,278.09,117.43,127.13,247.47,145.39,247.73,257.97,136.91,127.82,257.91,156.77,268.86,260.31,80.9,177.54,168.48,195.72,113.49,170.98,173.28,173.63,1079.53,168.92,186.94,157.51,1090.72,192.97,181.89,1085.53,210.91,1079.52,1096.61,128.72,140.39,126.46,1043.34,123.66,128.09,1015.39,150.75,1003.04,1035.62,129.76,104.41,1019.01,142.8,1022.38,1025.19,92.95,942.96,964.12,978.49
74,83.11,145.7,141.76,158.31,292.86,154.17,161.2,156.6,303.5,165.25,168.64,293.68,189.72,294.71,303.96,125.22,130.66,131.45,273.34,116.4,125.18,245.21,144.66,244.65,259.29,131.59,119.22,251.6,149.67,262.01,255.5,84.86,175.33,176.82,201.27,113.93,162.43,166.42,176.48,1081.34,159.76,178.48,158.4,1092.84,180.94,179.33,1087.27,206.14,1081.66,1100.79,121.3,133.53,129.94,1046.34,113.29,128.16,1018.06,148.48,1005.97,1041.58,117.56,102.3,1021.79,137.36,1024.42,1029.9,89.54,950.11,974.05,984.78
75,93.84,152.91,154.87,161.04,297.87,158.46,172.63,153.65,307.16,175.33,173.19,298.7,198.51,298.94,310.89,125.02,136.22,126.47,271.49,118.38,125.47,242.49,147.83,239.76,260.94,131.48,113.41,247.11,147.99,256.6,252.63,90.62,171.23,184.1,204.74,117.1,163.19,146.16,173.51,1083.45,158.94,163.4,153.35,1095.64,175.47,175.51,1090.32,196.08,1083.29,1103.42,121.37,117.35,126.42,1048.63,106.28,125.45,1020.17,137.54,1004.67,1043.91,115.19,96.95,1024.03,130.53,1030.01,1031.86,95.54,967.54,979.48,1001.58
76,102.67,184.99,164.92,207.4,296.03,187.8,180.02,201.41,302.23,196.39,211.04,295.4,226.37,296.36,306.56,150.54,139.28,168.36,262.8,134.07,156.41,234.39,168.26,231.88,249.77,141.83,143.09,233.26,167.21,243.02,239.83,89.31,148.66,138.73,171.61,116.59,165.77,145.45,183.73,1087.53,160.32,160.41,164.91,1099.39,175.12,180.94,1095,199.98,1087.57,1107.95,123,114.57,136.5,1052.11,105.3,128.55,1023.73,139.06,1007.78,1045.59,114.19,103.66,1029.53,134.58,1033.98,1038.01,92.16,971.13,976.49,999.89
77,112.95,171.17,164.51,188.38,289.45,168.87,177.75,173.98,291.51,187.88,189.88,286.85,213.67,289.89,297.21,126.11,128.75,139.01,245.03,114.3,130.33,215.8,147.88,212.6,233.95,125.48,113.87,215.79,146.95,228.14,221.84,90.19,150.82,150.29,177.54,118.38,164.69,147.16,185.88,1089.26,160,161.69,165.07,1101.93,172.39,184.74,1096.46,202.22,1089.44,1112.62,124.1,117.97,139.76,1056.07,106.25,137.02,1028.18,146.67,1013.34,1054.93,109.43,104.86,1029.5,133.73,1033.88,1040.13,95.37,970.38,985.61,1005.76
78,114.38,173.66,164.55,190.45,314.61,172.03,179.42,176.71,316.31,189.84,191.8,311.17,215.17,315.19,319.56,131.23,132.3,143.27,272.16,118.19,133.82,242.48,150.87,240.19,258.23,128.64,115.66,239.76,149.21,253.96,243.39,90.9,175.43,169.52,199.7,117.78,161.92,144.99,179.67,290.69,158.73,161.37,159.1,283.92,169.33,180.75,281.29,197.53,290.23,286.26,127.55,122.84,138.45,252.36,110.46,139.75,229.38,149.19,230.98,244.88,108.52,100.87,204.3,129.88,225.47,202.42,95,166.31,156.94,192.26
79,114.86,174.37,174.3,185.62,325.45,173.3,189.76,171.87,326.69,195.53,188.76,321.05,217.53,326.33,328.09,136.29,146.36,142.21,286.7,128.84,135.82,257.76,158.21,256.65,272.16,134.84,112.61,249.54,151.52,264.97,251.26,91.39,182.29,179.72,207.45,121.35,162.95,146.73,182.62,292.05,159,163.46,161.19,285.18,170.39,181.45,282.14,199.49,290.94,287.58,127.77,124.3,140.46,253,110.69,140.17,229.42,150.29,230.3,245.37,107.96,99.28,203.09,130.07,224.64,201.55,95.12,166.39,156.63,191.77
80,116.21,175.62,180.72,186.04,319.38,172.84,193.83,170.2,318.56,198.92,188.53,313.92,220.26,320.5,320.28,134.46,148.48,140.09,277.29,127.75,132.61,246.84,157.37,246.44,261.47,137.17,113.08,242.32,153.72,257.82,243.9,91.92,173.04,172.37,198.6,119.83,162.18,146.08,184.71,291.52,157.03,160.83,163.31,284.83,168.9,182.11,281.87,199.82,289.62,288.26,125.14,121.06,141.59,251.41,109.41,140.66,228.72,150.5,228.59,245.28,104.54,99.64,202.42,129.37,222.18,202.72,94.17,165.22,156.49,190.17
81,118.83,180.92,186.97,193,322.66,177.58,198.97,177.33,320.71,203.63,193.69,316.35,225.24,323.37,321.72,138.89,153.25,146.42,279.43,131.06,135.93,248.22,160.44,248.2,261.36,140.03,117.24,243.24,157.09,258.56,244.06,89.18,169.93,167.12,192.6,112.45,161.59,144.89,181.59,286.53,158.54,158.87,164.47,284.31,171.33,183.79,281.13,200.52,286.92,289.91,116.44,110.44,131.94,240.05,103.25,131.61,217.23,142,216.68,235.57,105.83,103.09,203.6,130.51,220.09,207.88,93.5,160.58,155.23,188.11
82,105.64,175.72,180.35,186.7,315.45,169.18,187.45,169.11,310.46,195.61,186.53,307.61,216.6,314.97,312.49,139.63,150.58,147.43,278.54,131.61,137.75,248.58,160.48,248.62,261.33,140.94,122.37,245.8,158.76,259.49,247.5,87.14,167.6,164.89,190.37,114.4,166.14,151.27,181.09,285.83,165.2,167.9,164.2,288.27,177.75,185.05,282.07,203.58,285.66,293.63,127.86,124.04,136.62,247.41,109.14,132.73,216.48,144.73,213.54,237.8,120.47,110.55,213.62,140.12,228.26,218.99,94.32,155.42,157.16,187.62
83,93.72,162.29,163.26,168.19,294.92,157.42,172.35,149.93,290.45,179.11,171.96,285.84,199.4,294.1,291.57,143.16,150.94,144.46,274.46,130.63,139.44,242.79,159.71,243.89,257.31,142,123.45,240.6,157.69,255.66,241.73,90.85,162.17,163.51,191.08,110.63,162.08,149.42,179.63,278.35,161.56,167.37,164.24,283.67,177.71,182.35,277.04,204.85,278.95,290.83,125.03,124.19,136.66,242.73,109.16,129.41,210.72,145.25,205.99,233.47,124.91,111.82,213.85,146.13,227.58,221.72,97.76,154.47,156.38,186.8
84,83.37,142.7,138.98,151.33,275.31,144.12,155.19,139.4,277.34,160.21,157.45,269.43,182.31,276.52,277.23,133.24,138.48,135.59,264.66,121.56,131.7,234.8,150.74,236.06,249.67,133.81,115.8,232.86,149.62,248.92,234.38,91.43,164.75,163.25,193.1,100.31,164.93,141.66,188.36,285.12,167.17,156.99,176.96,290.73,173.49,194.79,283.99,206.87,285.26,299.32,131.89,117.58,149.5,252.85,107.7,140.94,219.73,148.89,216.87,242.87,126.88,133.39,229.18,154.43,239.41,238.68,97.75,158.18,158.77,191.25
85,78.52,138.97,133.32,149.77,273.45,140.16,149.02,139.06,276.4,157.49,156.41,269.51,180.84,275.34,278.71,126.05,129.72,131.26,260.24,119.23,129.65,234.38,148.89,235.02,249.89,128.47,112.48,230.87,146.22,246.02,234.47,92.64,168.18,165.53,196.24,101.89,171.27,160.18,188.12,295.82,175.38,175.89,179.04,302.14,185.08,198.64,294.91,215.45,296.78,308.35,136.28,133.62,146.86,261.18,119.42,143.08,230.56,156.73,229.27,250.94,133.53,132.4,235.28,157.64,245.59,242.47,93.66,154.77,162.07,188.68
86,79.45,144.97,138.13,156.73,278.74,144.09,151.44,144.52,280.23,162.97,162.6,274.62,187.03,280.18,284.23,128.3,130.1,135.33,262.11,121.94,133.71,236.81,152.6,236.82,253.02,130.49,116.75,233.53,149.83,247.74,238.42,94.22,168.44,165.67,196.96,106.23,175.54,163.68,198.74,305.19,177.04,178.66,189.09,310.04,189.96,202.35,303.73,221.73,305.64,315.34,138.22,135.48,156.28,268.58,123.65,146.4,239.14,161.42,236.68,256.76,133.9,132.02,239.26,160.52,250.28,245.73,92.63,162.83,160.23,189.01
87,78.6,146.66,137.99,157.16,279.04,145.68,151.12,144.84,280.51,163.25,163.39,274.56,186.61,279.85,284.31,132.29,132.13,137.98,264.77,124.58,136.86,239.15,154.49,238.84,255.43,132.48,119.3,235.39,151.03,249.18,240.32,93.98,167.62,165.19,196.77,110.53,181.24,176.98,188.3,312.29,179.6,187.03,174.06,312.39,194.76,196.13,307.88,216.11,311.48,315.62,140.38,142.85,142.96,270.92,125.79,140.23,241.62,155.25,240.25,257.47,132.81,122.96,238.69,149.66,249.01,241.93,83.95,156.73,163.99,186.86
88,78.07,143.34,134.14,155.1,275.66,143.48,148.97,143.73,278.47,159.87,161.09,271.59,184.13,276.32,282.04,131.69,131.77,138.07,264.27,124.6,137.35,239.31,154.98,238.63,255.9,130.48,117.03,233.18,149.36,247.19,238.26,94.28,167.87,165.39,196.95,110.65,178.76,182.77,192.41,310.66,175.82,192.08,177.7,309.53,198.6,196.01,305.89,222.99,310.92,313.23,134.99,145.62,144.78,266.35,126.79,137.76,237.37,159.1,236.77,252.62,135.63,122.58,235.76,156.17,247.41,239.24,87.54,156.83,160.46,182.82
89,76.54,136.9,130.49,153.18,270.13,139.41,148.11,144.31,275.73,156.57,158.66,267.75,183.89,271.79,279.5,126.56,130.45,136.87,260.47,122.24,134.53,235.8,154.96,235.04,252.97,129.09,114.9,230.64,150.44,244.99,236.43,96.2,168.42,165.74,196.63,107.79,173.89,175.82,191.91,309.91,171.48,185.89,176.73,307.47,192.41,196.06,304.28,221.54,311.05,311.34,133.14,142.11,146.82,267.76,125.48,143,241.42,163.03,242.75,256.91,131.02,123.3,234.46,155.82,248.27,237.18,92.41,162.35,164.07,188.95
90,77.71,134.98,129.59,153.68,268.64,140.24,150.11,147.14,277.15,156.1,158.85,267.24,184.82,270.87,279.46,126.63,132.09,138.67,261.16,119.68,131.98,232.84,153.54,232.06,250.21,132.81,118.05,233.96,154.87,248.44,239.53,96.9,168.84,165.65,196.23,111.05,170.64,172.04,185.15,307.8,166.86,181.13,168.27,302.99,187.52,188.3,301.06,212.99,308.94,305.55,125.88,134.13,136.48,261.13,116.76,132.76,235.45,151.42,237.32,249.14,122.96,112.97,227.74,144.51,242.48,228.31,87.59,163.59,163.08,188.23
91,78.99,136.35,130.87,154.15,268.83,140.81,150.22,147.04,276.48,157.28,159.89,267.7,185.29,271.19,279.7,123.62,128.83,135.13,256.96,117.56,129.64,229.85,150.84,229.14,247.13,129.79,115.41,230.38,151.51,244.56,236.08,95.72,167.15,164.46,194.63,116.92,168.24,158.67,184.36,299.53,161.56,168.25,161.73,292.09,178.89,185.15,290.8,205.67,299.45,296.2,120.57,119.31,133.11,249.87,104.84,131.42,223.48,144,224.18,241.25,112.84,107.21,214.45,136.05,231.41,216.28,93.68,164.34,161.99,192.78
92,80.7,139.73,133.06,155.54,270.62,142.75,151,147.39,276.88,159.73,161.43,269.26,186.08,272.73,280.67,123.6,127.49,133.62,255.34,118.6,130.04,230.11,150.33,229.22,246.9,127.54,112.89,227.36,148.1,241.38,232.98,94.23,165.86,162.76,193.18,117.51,161.78,150.31,181.02,287.02,153.9,160.65,156.25,279.18,170.58,179.08,277.52,199.19,285.83,284.46,116.06,113.95,131.54,239.32,100.19,130.68,213.97,141.93,213.41,234.04,105.47,100.85,201.07,130.32,218.73,204.25,95.12,159.04,157.46,188.48
93,82.2,141.63,134.87,157.31,272.44,143.36,151.91,147.64,277.58,160.92,162.05,270.26,187,274.02,281.39,125.66,129.17,135.73,257.21,119.56,131.54,231.28,151.44,229.99,248.2,128.38,113.63,228.19,148.85,242.22,233.71,94.23,165.86,162.76,193.18,111.29,160.73,144.51,174.19,277.66,155.17,157.1,153.6,272.7,169.99,176.41,270.04,194.22,277.48,277.78,119.38,113.68,128.67,234.82,106.17,131.09,211.76,141.26,211.56,230.36,107.66,99.4,195.7,127.73,213.66,199.28,93.59,154.05,149.59,183.43
94,80.86,140.78,136.23,156.88,271.9,139.64,150.39,144.21,274.13,159.62,159.35,267.83,185.79,272.64,278.35,125.93,130.54,137,257.45,119.89,132.25,231.28,152.55,229.94,248.29,128.46,114,227.93,149.6,241.89,233.41,94.16,165.02,162.44,192.09,110.67,158.86,140.87,171.2,278.34,151.38,152.8,148.83,272.02,166.03,170.36,269.15,188.07,276.58,276.01,122.14,114.91,130.19,240.17,106.86,130.44,216.02,139.49,214.78,233.47,107.89,97.17,198.8,125.63,216.97,201.36,90.92,157.86,150.55,185.01
95,78.09,139.22,135.04,152.46,269.44,133.19,144.46,134.76,266.41,156.32,153.68,262.36,180.91,269.14,272.03,123.56,127.3,132.94,253.77,119.88,132.58,230.44,152.29,229.7,247.92,124.36,109.94,222.47,145.1,237.17,228.27,95.47,164.58,162.74,193.41,115.03,154.65,137.27,168.68,271.4,147.55,149.09,143.53,263.46,158.51,166.7,260.98,181.68,268.51,266.76,117.42,110.3,126.1,231.48,95.52,125.07,204.8,131.4,203.67,223.28,101.22,93.8,190.74,119.04,208.53,191.17,87.81,151.64,148.03,179.27
96,80.68,143.01,136.02,150.92,268.84,139.38,147.99,134.85,267.34,160.11,157.19,262.68,182.17,269.87,272.26,126.27,128.21,129.63,251.84,121.94,133.56,228.78,151.88,229.31,246.25,125.68,109.26,219.05,143.18,235.17,224.07,96.91,161.91,161.02,193.52,118.75,152.2,1179.36,167.85,269.25,146,1194.15,144.43,262.73,1189.06,164.32,260.17,1204.15,1202.74,265.44,109.11,1145.66,119.4,223.43,1117.03,115.74,197.34,1143.98,1128.3,214.46,1125.69,86.19,184.68,1135.43,1136.64,184.59,1093.22,1072,144.93,1088.57
97,86.89,150.95,142.63,156.41,276.84,147.82,155.51,140.79,275.74,168.65,164.05,271.22,188.71,278.63,280.04,129.01,130.13,129.99,254.6,123.84,133.82,230.66,151.91,231.49,247.48,128.73,110.21,221.56,144.32,238.41,225.9,97.22,163.54,161.15,194.96,123.52,163.83,1179.36,174.45,273.06,155.74,1194.57,150.48,265.77,1190.87,171.83,263.25,1205.07,1203.36,268.73,117.57,1143.83,123.71,224.86,1117.98,122.89,200.18,1143.57,1127.72,217.05,1121.85,87.59,181.55,1131.57,1132.39,182.55,1086.75,1063.7,138.9,1084.16
98,94.73,161.41,156.95,164.15,290.19,150.03,161.91,141.23,281.12,178.97,166.51,280.16,195.73,290.84,285.87,126.04,128.26,127.6,254.48,124.56,132.11,232.75,151.68,233.77,248.82,127,106.68,221.16,142.58,238.51,225.68,97.47,167.17,162.56,197.25,118.61,158.67,1171.49,173.34,266.8,150.07,1186.92,148.92,258.82,1182.97,169.19,256.12,1198.93,1195.8,262.55,119.1,1142.74,129.02,225.21,1118.1,128.61,201.83,1145.14,1128.29,219.33,1118.75,89.41,179.05,1129.96,1129.55,180.74,1085.54,1062.16,137.57,1080.96
99,105.22,160.57,157.22,164.1,293.37,146.81,163.11,138.49,281.37,177.78,162.12,280.88,193.59,293.75,284.73,120.34,125.27,122.86,252.42,121.75,128.3,233.75,148.4,235.25,248.43,116.7,91.75,210.81,131.5,231.96,213.64,96.26,172.6,163.24,199.57,112.06,144.91,1169.21,1169.21,259.66,130.63,1175.73,1175.73,243.06,1172.52,1172.52,243.68,0,1187.28,1187.28,108.06,1137.55,1137.55,220.08,1113.55,1113.55,199.9,0,1127.9,1127.9,1110.67,1110.67,173.91,0,1122.71,1122.71,0,1066.47,1066.47,0
100,107.61,161.38,159.62,166.91,297.96,148.98,166.23,142.28,285.73,179.49,165.37,285.8,196.85,299.85,288.31,117.86,124.32,122.21,253.36,118.62,126.34,234.46,147.03,237.73,248.03,115.84,92.33,212.85,132.02,235.12,214.18,95.64,175.72,164.61,201.1,122.2,168.13,1175.37,1175.37,258.3,151.06,1177.57,1177.57,238.01,1176.2,1176.2,240.07,0,1187.54,1187.54,121.4,1132.67,1132.67,209.98,1112.79,1112.79,193.53,0,1125.76,1125.76,1098.54,1098.54,156.79,0,1108.29,1108.29,0,1044.53,1044.53,0
