package_name,package_version,country,download_date,download_count
simba-uw-tf-dev,5.4.4,HK,2026-06-26,2
simba-uw-tf-dev,5.4.4,IL,2026-06-26,1
simba-uw-tf-dev,5.4.4,IT,2026-06-26,1
simba-uw-tf-dev,5.4.4,JP,2026-06-26,5
simba-uw-tf-dev,5.4.4,US,2026-06-26,34
simba-uw-tf-dev,0.82.7,US,2026-06-25,1
simba-uw-tf-dev,1.52.92,RU,2026-06-25,1
simba-uw-tf-dev,1.65.5,JP,2026-06-25,2
simba-uw-tf-dev,1.76.3,CN,2026-06-25,1
simba-uw-tf-dev,1.78.9,US,2026-06-25,1
simba-uw-tf-dev,1.87.5,US,2026-06-25,1
simba-uw-tf-dev,1.88.9,US,2026-06-25,1
simba-uw-tf-dev,1.91.5,US,2026-06-25,1
simba-uw-tf-dev,1.92.9,US,2026-06-25,1
simba-uw-tf-dev,2.0.7,US,2026-06-25,1
simba-uw-tf-dev,2.3.2,US,2026-06-25,1
simba-uw-tf-dev,2.3.3,US,2026-06-25,1
simba-uw-tf-dev,3.0.1,US,2026-06-25,1
simba-uw-tf-dev,3.7.4,US,2026-06-25,1
simba-uw-tf-dev,3.7.5,US,2026-06-25,1
simba-uw-tf-dev,3.7.6,US,2026-06-25,1
simba-uw-tf-dev,3.7.7,US,2026-06-25,1
