,Angle (degrees) Ear_left_1-Ear_right_1-Nose_1,Angle (degrees) Ear_left_1-Ear_right_1-Center_1,Angle (degrees) Ear_left_1-Ear_right_1-Lat_left_1,Angle (degrees) Ear_left_1-Ear_right_1-Lat_right_1,Angle (degrees) Ear_left_1-Ear_right_1-Tail_base_1,Angle (degrees) Ear_left_1-Nose_1-Center_1,Angle (degrees) Ear_left_1-Nose_1-Lat_left_1,Angle (degrees) Ear_left_1-Nose_1-Lat_right_1,Angle (degrees) Ear_left_1-Nose_1-Tail_base_1,Angle (degrees) Ear_left_1-Center_1-Lat_left_1,Angle (degrees) Ear_left_1-Center_1-Lat_right_1,Angle (degrees) Ear_left_1-Center_1-Tail_base_1,Angle (degrees) Ear_left_1-Lat_left_1-Lat_right_1,Angle (degrees) Ear_left_1-Lat_left_1-Tail_base_1,Angle (degrees) Ear_left_1-Lat_right_1-Tail_base_1,Angle (degrees) Ear_right_1-Nose_1-Center_1,Angle (degrees) Ear_right_1-Nose_1-Lat_left_1,Angle (degrees) Ear_right_1-Nose_1-Lat_right_1,Angle (degrees) Ear_right_1-Nose_1-Tail_base_1,Angle (degrees) Ear_right_1-Center_1-Lat_left_1,Angle (degrees) Ear_right_1-Center_1-Lat_right_1,Angle (degrees) Ear_right_1-Center_1-Tail_base_1,Angle (degrees) Ear_right_1-Lat_left_1-Lat_right_1,Angle (degrees) Ear_right_1-Lat_left_1-Tail_base_1,Angle (degrees) Ear_right_1-Lat_right_1-Tail_base_1,Angle (degrees) Nose_1-Center_1-Lat_left_1,Angle (degrees) Nose_1-Center_1-Lat_right_1,Angle (degrees) Nose_1-Center_1-Tail_base_1,Angle (degrees) Nose_1-Lat_left_1-Lat_right_1,Angle (degrees) Nose_1-Lat_left_1-Tail_base_1,Angle (degrees) Nose_1-Lat_right_1-Tail_base_1,Angle (degrees) Center_1-Lat_left_1-Lat_right_1,Angle (degrees) Center_1-Lat_left_1-Tail_base_1,Angle (degrees) Center_1-Lat_right_1-Tail_base_1,Angle (degrees) Lat_left_1-Lat_right_1-Tail_base_1,Angle (degrees) Ear_left_2-Ear_right_2-Nose_2,Angle (degrees) Ear_left_2-Ear_right_2-Center_2,Angle (degrees) Ear_left_2-Ear_right_2-Lat_left_2,Angle (degrees) Ear_left_2-Ear_right_2-Lat_right_2,Angle (degrees) Ear_left_2-Ear_right_2-Tail_base_2,Angle (degrees) Ear_left_2-Nose_2-Center_2,Angle (degrees) Ear_left_2-Nose_2-Lat_left_2,Angle (degrees) Ear_left_2-Nose_2-Lat_right_2,Angle (degrees) Ear_left_2-Nose_2-Tail_base_2,Angle (degrees) Ear_left_2-Center_2-Lat_left_2,Angle (degrees) Ear_left_2-Center_2-Lat_right_2,Angle (degrees) Ear_left_2-Center_2-Tail_base_2,Angle (degrees) Ear_left_2-Lat_left_2-Lat_right_2,Angle (degrees) Ear_left_2-Lat_left_2-Tail_base_2,Angle (degrees) Ear_left_2-Lat_right_2-Tail_base_2,Angle (degrees) Ear_right_2-Nose_2-Center_2,Angle (degrees) Ear_right_2-Nose_2-Lat_left_2,Angle (degrees) Ear_right_2-Nose_2-Lat_right_2,Angle (degrees) Ear_right_2-Nose_2-Tail_base_2,Angle (degrees) Ear_right_2-Center_2-Lat_left_2,Angle (degrees) Ear_right_2-Center_2-Lat_right_2,Angle (degrees) Ear_right_2-Center_2-Tail_base_2,Angle (degrees) Ear_right_2-Lat_left_2-Lat_right_2,Angle (degrees) Ear_right_2-Lat_left_2-Tail_base_2,Angle (degrees) Ear_right_2-Lat_right_2-Tail_base_2,Angle (degrees) Nose_2-Center_2-Lat_left_2,Angle (degrees) Nose_2-Center_2-Lat_right_2,Angle (degrees) Nose_2-Center_2-Tail_base_2,Angle (degrees) Nose_2-Lat_left_2-Lat_right_2,Angle (degrees) Nose_2-Lat_left_2-Tail_base_2,Angle (degrees) Nose_2-Lat_right_2-Tail_base_2,Angle (degrees) Center_2-Lat_left_2-Lat_right_2,Angle (degrees) Center_2-Lat_left_2-Tail_base_2,Angle (degrees) Center_2-Lat_right_2-Tail_base_2,Angle (degrees) Lat_left_2-Lat_right_2-Tail_base_2
42,123.02,125.19,141.92,89.27,33.99,150.7,178.54,93.79,55.89,289.65,39.99,65.38,49.14,53.52,90.66,183.35,211.19,126.44,88.54,306.22,56.56,81.95,62.27,66.64,119.71,305.04,55.38,80.77,49.97,54.35,139.52,312.77,317.15,207.23,184.8,20.5,239.47,277.41,173.4,236.15,232.33,262.89,193.63,238.75,302.78,102.03,217.31,93.72,175.58,258.31,22.6,53.16,343.9,29.02,260.55,59.79,175.08,31.1,112.96,262.8,276.92,76.17,191.45,54.86,136.72,251.8,348.49,70.35,316.93,307.69
43,122.81,124.98,142.12,89.06,113.03,147.73,174.19,90.82,132.33,267.09,37.47,135.66,41.78,112.46,187.25,183.35,209.81,126.44,167.95,286.18,56.56,154.75,55.51,126.19,221.25,285,55.38,153.57,45.02,115.7,241.06,326.47,37.16,308.77,292.67,19.81,239.72,277.66,172.43,235.57,231.97,261.27,195.01,238.59,303.43,102.16,216.75,94.55,175.75,258.11,21.66,50.95,344.7,28.28,260.55,59.28,173.87,30.72,111.92,263.31,278.8,77.53,192.12,57.62,138.81,251.24,348.11,69.3,316.74,307.37
44,126.03,128.21,143.75,92.28,116.26,148.84,178.19,91.93,133.44,307.08,37.61,135.8,55.62,120.55,186.41,183.35,212.71,126.44,167.95,326.03,56.56,154.75,71.83,136.76,221.25,324.85,55.38,153.57,56.84,121.76,241.06,301.34,6.27,308.77,277.95,18.34,240.29,278.23,174.56,234.61,230.3,258.03,197,236.98,305.06,105.77,216.12,98.76,176.92,256.81,20.89,48.62,347.59,27.57,260.55,61.26,171.61,31.86,110.02,260.63,281.61,82.32,192.67,63.12,141.28,249.25,349.25,67.41,313.64,305.1
45,132.98,135.16,157.24,99.23,43.95,150.2,192.99,93.29,55.39,305.46,36.72,62.11,59.1,50.21,80.29,183.35,226.14,126.44,88.54,325.3,56.56,81.95,71.43,62.55,119.71,324.12,55.38,80.77,49.54,40.66,139.52,308.21,299.33,207.23,170.27,24.82,246.77,284.71,177.94,238.83,238.81,266.54,204.14,243.75,310.95,108.35,218.7,103.8,181.26,259.17,20.89,48.62,346.22,25.83,260.55,57.95,168.3,29.9,107.36,260.66,281.61,79.01,189.35,61.16,138.62,247.55,347.29,64.75,313.88,303.99
46,131.57,133.74,156.3,97.81,42.54,147.65,213.55,90.74,52.84,320.12,34.3,59.69,71.56,47.53,75.9,183.35,249.25,126.44,88.54,342.38,56.56,81.95,87.37,63.34,119.71,341.2,55.38,80.77,42.86,18.83,139.52,307.56,283.53,207.23,153.85,87.69,152.13,174.42,125.04,179.09,244.81,272.54,216.11,247.69,315.96,74.48,219.83,90.99,184.13,247.39,290.93,318.66,262.24,293.81,328.1,86.62,231.97,94.03,187.16,269.87,281.61,40.12,185.48,42.09,135.23,224.97,328.22,61.35,336.16,306.46
47,128.38,130.55,154.59,94.62,39.35,143.27,252.49,86.36,48.46,322.95,30.19,55.58,77.47,42.94,69.09,183.35,292.57,126.44,88.54,349.31,56.56,81.95,97.29,62.76,119.71,348.13,55.38,80.77,10.93,336.4,139.52,312.02,277.49,207.23,142.45,99.06,163.5,185.79,132.03,187.99,250.94,278.67,218.1,251.8,320.98,74.19,221.04,91.95,186.51,251.57,290.93,318.66,258.1,291.79,328.1,81.32,228.17,88.83,183.39,271.25,281.61,34.82,181.67,36.9,131.46,226.12,323.02,57.58,338.46,308.66
48,128.38,130.56,124.93,94.63,39.35,142.15,319.95,85.24,47.34,332.56,28.58,53.97,94.38,41.85,66.01,183.35,1.15,126.44,88.54,0.54,56.56,81.95,146.35,93.82,119.71,359.36,55.38,80.77,321.74,269.21,139.52,320.17,267.65,207.23,123.07,113.35,177.78,200.08,143.17,200.96,258.68,286.41,224.72,258.52,327.17,74.66,225.24,94.83,192,256.56,290.93,318.66,256.97,290.77,328.1,75.6,226.18,84.19,181.36,271.75,281.61,29.1,179.68,32.26,129.43,224.61,318.38,55.55,341.55,310.66
49,129.77,131.95,97.55,96.02,131,142.82,324.05,85.91,141.08,333.69,28.67,149.26,97.88,133.98,191.45,183.35,4.58,126.44,181.61,1.58,56.56,177.15,178.38,214.47,245.54,0.4,55.38,175.97,321.57,357.66,265.35,322.4,358.49,333.06,245.64,119.15,183.58,205.88,147.38,206.5,260.17,287.9,228.07,259.86,329.69,72.24,227.47,95.01,195.18,257.03,290.93,318.66,258.83,290.62,328.1,70.66,225.89,80.79,180.96,271.52,281.61,24.16,179.39,28.85,129.03,220.92,314.98,55.15,344.66,312.23
50,130.57,132.74,72.83,96.82,133.69,143.27,325.54,86.36,144.05,334.2,28.81,155.37,99.47,136.58,195.97,183.35,5.62,126.44,184.13,1.95,56.56,183.12,205.11,242.22,250.11,0.77,55.38,181.94,321.75,358.86,269.91,323.25,0.36,337.62,248.98,129.06,193.5,215.79,157.32,216.61,264.24,291.98,234.28,264.16,334.3,74.9,232.53,100.17,201.59,260.37,290.93,318.66,260.97,290.85,328.1,68.71,226.34,79.83,181.26,270.98,281.61,22.21,179.84,27.9,129.33,218.28,314.03,55.45,346.1,312.68
51,129.54,131.72,49.46,95.79,133.74,142.4,326.35,85.49,144.65,334.17,28.18,158.69,99.52,137,197.8,183.35,7.31,126.44,185.61,2.56,56.56,187.08,228.63,266.11,252.7,1.38,55.38,185.9,321.25,358.72,272.51,323.82,1.3,340.22,250.4,129.69,194.12,216.42,158.25,217.32,263.56,291.29,234.88,263.6,334.86,74.74,233.33,101.07,202.79,259.87,290.93,318.66,262.26,290.97,328.1,67.99,226.58,79.67,181.4,270.52,281.61,21.49,180.08,27.74,129.46,216.82,313.87,55.59,346.66,312.68
52,127.82,130,43.32,94.07,132.01,141.42,326.17,84.5,143.65,334.14,27.85,158.31,98.33,135.56,197.79,183.35,8.11,126.44,185.59,2.85,56.56,187.02,233.5,270.73,252.63,1.67,55.38,185.84,320.88,358.11,272.44,323.97,1.2,340.15,249.89,134.21,198.64,220.94,162.01,221.44,265.22,292.96,239.02,264.99,337.34,74.01,235.26,102.28,205.56,260.54,290.93,318.66,264.73,290.7,328.1,64.78,226.03,77.5,180.78,269.81,281.61,18.28,179.53,25.57,128.85,212.89,311.7,54.97,348.41,313.38
53,127.71,129.88,44.64,93.96,131.33,141.29,325.82,84.37,142.75,333.94,27.73,156.07,98.07,134.78,196.21,183.35,7.89,126.44,184.82,2.77,56.56,184.9,231.93,268.65,251.23,1.59,55.38,183.72,320.97,357.69,271.04,323.92,0.63,338.75,248.62,139.29,203.72,226.02,166.25,225.31,267.79,295.52,251.87,266.61,340.03,68.26,236.07,100.44,207.15,258.8,290.93,318.66,275.02,289.76,328.1,56.33,224.14,72.19,178.89,266.34,281.61,9.83,177.64,20.25,126.95,198.29,306.38,53.08,352.54,314.39
54,128.13,130.31,45.75,94.38,131.37,141.39,324.94,84.48,142.33,333.46,27.6,154.57,97.93,134.36,194.9,183.35,6.9,126.44,184.29,2.42,56.56,183.53,230.88,267.31,250.32,1.24,55.38,182.35,321.6,358.03,270.13,323.9,0.33,337.84,248.07,138.97,203.4,225.7,166.72,222.72,267.95,295.68,252.07,264.94,339.68,68.39,231.91,100.71,203.03,256.34,290.93,318.66,275.06,287.92,328.1,56.82,220.34,73.02,175.35,263.49,281.61,10.32,173.84,21.09,123.41,196.19,307.22,49.54,349.99,311.49
55,128.85,131.03,40.23,95.1,132.39,141.73,325.91,84.82,143.09,333.72,27.63,155.71,99.04,135.51,195.6,183.35,7.53,126.44,184.71,2.65,56.56,184.65,237.56,274.04,251.26,1.47,55.38,183.47,321.4,357.88,271.07,324.11,0.58,338.78,248.58,135.19,199.62,221.92,149.17,215.89,265.97,293.7,273.85,260.31,337.74,54.16,224.31,81.84,195.78,251.83,290.93,318.66,298.82,285.27,328.1,44.53,214.67,56.63,170.57,269.71,281.61,358.03,168.17,4.7,118.64,164.88,290.82,44.76,354.74,320.34
56,130.03,132.21,32.79,96.28,134.4,142.47,331.49,85.56,144.99,335.83,27.94,159.43,103.18,139.41,198.34,183.35,12.37,126.44,185.87,4.46,56.56,188.05,248.61,284.85,253.88,3.28,55.38,186.87,319,355.23,273.69,324.74,0.97,341.4,248.76,66.58,195.87,226.18,146.47,208.83,229.94,254.33,195.18,236.45,318.69,52.96,215.46,72.79,175.71,246.83,321.39,345.78,286.63,327.9,311.19,45.45,207.96,47.78,150.7,265.54,299.09,33.36,195.86,41.6,144.52,238.81,306.91,49.82,350.69,318.05
57,131.39,133.56,30.11,97.63,136.8,143.34,341.17,86.42,147.38,339.83,28.33,165.3,110.91,146.02,202.35,183.35,21.19,126.44,187.4,8.06,56.56,193.53,257.68,292.79,257.72,6.88,55.38,192.36,315.21,350.32,277.52,326.17,1.27,345.23,247.56,58.58,137.64,156.66,98.55,157.62,228.08,253.37,196.25,231.87,316.48,48.41,207.82,69.52,168.47,239.12,296.07,321.37,264.25,299.87,334.83,66.76,226.17,82.59,181.54,274.69,297.82,29.75,189.16,39.3,138.25,230.41,306.77,45.73,348.84,313.99
58,132.58,134.75,28.21,98.83,138.98,144.04,348.42,87.12,149.63,343.27,28.57,173.77,118.41,152.24,207.03,183.35,27.74,126.44,188.95,11.26,56.56,201.76,265.9,299.73,262.43,10.08,55.38,200.58,313.79,347.62,282.24,328.1,1.93,349.95,247.15,58.81,133.27,152.29,99.8,151.85,224.1,250.59,193.65,226.21,314.14,53.86,203.09,74.7,163.5,236.06,293.17,319.66,262.72,295.28,334.83,74.55,223.78,90.5,179.3,270.64,296.12,35.84,185.07,44.31,133.11,228.91,314.69,43.49,342.62,307.65
59,133.42,135.59,24.75,99.66,140.79,144.49,350.57,87.58,151.75,344.61,28.68,188.61,122.09,155.66,212.37,183.35,29.43,126.44,190.61,12.49,56.56,216.49,272.94,306.5,267.93,11.31,55.38,215.31,314.84,348.41,287.74,329.61,3.18,355.45,249.9,59.4,126.13,145.14,94.27,144.15,220.51,249.13,188.53,221.11,310.52,52.91,199.26,72.71,158.18,232.84,288.89,317.51,256.91,289.49,334.83,77.22,223.57,92.93,178.39,270.1,292.67,35.06,181.41,41.17,126.64,228.06,317.12,42.58,341.02,306.29
60,133.81,135.98,21.21,100.05,142.24,144.67,351.43,87.76,153.89,345.39,28.68,216.84,124.47,158.16,218.22,183.35,30.11,126.44,192.57,13.26,56.56,244.72,278.99,312.67,273.94,12.08,55.38,243.54,316.29,349.97,293.75,330.96,4.64,1.46,253.8,56.34,118.19,137.21,86.7,136.11,218.79,248.46,185.58,217.83,306.26,50.21,195.39,68.53,152.85,229.61,288.02,317.69,254.81,287.07,334.83,78.78,223.96,93.89,178.21,270.79,288.65,32.6,177.78,37.06,121.38,226.34,318.08,42.4,340.53,306.4
61,133.76,135.94,17.79,100.01,143.47,144.58,351.93,87.67,156.22,346.03,28.56,250.94,126.41,160.29,223.93,183.35,30.7,126.44,194.99,14.02,56.56,278.94,284.5,318.38,279.85,12.84,55.38,277.76,317.82,351.7,299.65,332.32,6.2,7.36,257.57,54.15,117.75,136.77,88.55,135.68,218.57,246.9,186.38,216.6,304.27,56.45,193.01,72.26,151.48,229.81,291.81,320.14,259.62,289.84,334.83,87.01,223.57,99.01,178.23,271.44,286.62,38.8,175.36,41.49,120.71,226.23,323.19,42.42,335.24,304.22
62,133.64,135.82,14.52,99.89,144.59,144.46,352.27,87.54,158.55,346.66,28.45,271.36,128.25,162.05,228.78,183.35,31.17,126.44,197.45,14.77,56.56,299.47,289.81,323.61,284.85,13.59,55.38,298.29,319.52,353.32,304.66,333.75,7.54,12.37,260.41,46.6,114.38,133.4,85.48,132.35,217.78,244.3,188.43,215.46,302.14,55.23,190.07,70.4,149.12,227.07,296.12,322.64,266.77,293.8,334.83,87.92,222.77,99.58,178.31,270.64,286.5,39.59,174.43,43.75,122.47,222.75,323.77,42.49,333.81,303.13
63,133.89,136.06,11.7,100.14,144.23,144.6,352.73,87.69,158.45,347.43,28.5,289.88,130.48,162.74,232.95,183.35,31.48,126.44,197.2,15.49,56.56,317.93,295.11,327.37,289.03,14.31,55.38,316.75,321.45,353.71,308.84,335.26,7.52,16.55,262.36,41.3,115.85,134.87,85.22,133.86,219.08,243.23,190.78,217.06,302.1,54.87,189.51,69.46,149.66,227.8,301.89,326.04,273.58,299.86,334.83,87.6,222.25,98.17,178.38,272.42,287.5,40.27,174.92,45.71,125.92,222.77,322.36,42.57,334.19,304.6
64,134.69,136.86,9.34,100.93,140.65,145.13,353.3,88.21,152.31,348.31,28.75,316.76,133.16,161.47,236.51,183.35,31.52,126.44,190.53,16.12,56.56,344.56,300.49,328.79,292.48,14.94,55.38,343.38,323.62,351.92,312.28,336.85,5.15,19.99,263.59,46.39,120.95,139.97,81.88,138.93,218.8,242.94,184.88,216.83,303.56,46.19,191.1,61.84,152.25,228.71,301.89,326.04,267.97,299.92,334.83,77.46,222.37,87.93,178.34,278.45,287.5,30.13,175.04,35.47,125.88,225.96,312.12,42.53,341.92,312.43
65,135.33,137.51,6.2,101.58,134.39,145.41,352.93,88.5,140.35,348.53,28.71,343.68,134.76,157.24,235.41,183.35,30.87,126.44,178.3,16.39,56.56,11.54,306.09,328.57,291.75,15.21,55.38,10.36,326.09,348.57,311.55,338.4,0.87,19.26,261.04,51.85,126.4,145.42,81.77,144.04,218.39,242.54,176.1,216.51,305.12,45.66,192.77,60.26,154.54,232.43,301.89,326.04,259.59,300.01,334.83,75.38,222.49,83.49,177.78,284.55,287.5,28.05,175.15,31.03,125.32,234.89,307.68,41.97,344.55,317.41
66,135.05,137.22,2.79,101.3,126.84,144.8,351.75,87.88,127.01,347.98,27.89,6.71,134.92,151.35,229.23,183.35,30.31,126.44,165.57,16.65,56.56,35.38,310.93,327.36,286.92,15.47,55.38,34.2,328.36,344.79,306.73,339.84,356.27,14.44,254.5,51.81,126.37,145.39,78.93,143.02,215.18,239.33,170.57,213.04,304.19,41.84,190.96,56.64,152.38,229.8,301.89,326.04,257.27,299.74,334.83,72.48,221.6,80.4,176.14,286.24,287.5,25.15,174.27,27.94,123.68,236.09,304.59,40.33,346.32,319.39
67,163.15,154.39,166.03,144.28,150.57,143.22,352.96,86.31,114.75,348.72,26.34,18.39,137.89,149.11,221.88,148.08,357.82,91.17,119.61,354.6,32.22,24.27,144.67,155.9,231.57,17.75,55.38,47.42,329.73,340.96,301.52,341.71,352.93,9.23,245.14,50.28,124.84,143.86,74.44,139.81,209.04,233.19,162.65,206.15,301.85,36.15,186.24,51.37,147.7,223.48,301.89,326.04,255.5,299,334.83,69.12,219.22,76.97,173.31,287.15,287.5,21.79,171.89,24.51,120.85,235.82,301.16,37.5,347.63,320.77
68,47.78,151.45,158.92,141.33,146.01,205.34,233.57,199.19,202.52,350.23,24.95,19.28,142.3,149.47,222.83,295.75,323.98,289.61,292.93,357.5,32.22,26.55,154.55,161.72,234.4,345.42,20.14,14.46,121.71,128.88,218.35,344.52,351.69,12.06,242.27,44.94,119.49,138.51,65.64,133.33,200.92,225.07,146.42,197.84,297.75,31.28,181.13,44.82,141.36,219.82,301.89,326.04,247.38,298.81,334.83,68.36,218.21,74.73,171.27,290.91,287.5,21.03,170.87,22.27,118.81,244.23,298.92,35.46,348.69,323.3
69,47.97,151.64,159.33,141.52,145.23,200.56,233.27,194.41,197.52,350.28,24.43,16.3,142.71,147.67,245.84,295.75,328.47,289.61,292.72,358.07,32.22,24.09,156.33,161.29,258.22,345.99,20.14,12.01,119.22,124.18,242.17,345.95,350.91,35.88,264.08,40.25,114.81,133.83,60.25,129.15,194.18,218.33,136.62,192.43,294.33,28.32,181.38,41.01,138.28,218.25,301.89,326.04,244.33,300.14,334.83,68.82,221.88,74.63,171.9,293.91,287.5,21.49,174.55,22.17,119.44,249.57,298.82,36.09,350.52,325.7
70,49.31,152.98,157.37,142.87,145.87,198.39,235.21,192.25,195.59,351.31,24.33,12.91,145.45,148.99,298.02,295.75,332.57,289.61,292.94,359.21,32.22,20.8,162.09,165.63,310.69,347.13,20.14,8.72,117.58,121.12,294.64,347.27,350.81,88.35,314.09,38.94,113.5,132.51,59.95,128.82,191.39,215.54,136.28,191.48,293.03,27.37,185.81,40.48,138.53,218.14,301.89,326.04,246.77,301.98,334.83,69.17,227.62,75.34,173.39,295.4,287.5,21.84,180.29,22.88,120.93,249.64,299.53,37.58,352.69,327.5
71,50.12,153.8,151.83,143.68,145.9,196.09,232.91,189.95,193.6,352.19,24.1,10.14,148.41,150.91,328.23,295.75,332.57,289.61,293.25,0.31,32.22,18.26,170.13,172.64,341.34,348.23,20.14,6.18,119.27,121.78,325.28,347.86,350.36,119,343.05,40.66,115.21,134.23,62.31,130.54,192.33,216.48,140.8,192.42,293.67,27.1,186.45,41.33,139.56,216.53,301.89,326.04,250.36,301.98,334.83,68.26,227.62,75.17,173.39,294.04,287.5,20.93,180.29,22.71,120.93,245.34,299.35,37.58,352.88,326.95
72,50.8,154.48,127.88,144.36,145.57,193.31,236.32,187.16,191.11,353.87,23.73,7.96,153.19,155,340.14,295.75,338.76,289.61,293.56,2.36,32.22,16.45,198.42,200.24,353.89,350.28,20.14,4.37,116.74,118.55,337.83,349.47,351.28,131.54,351.94,24.09,115.62,134.64,60.69,175.36,209.1,226.05,189.55,222.52,293.92,24.04,205.07,38.73,190.06,220.3,321.41,338.36,301.86,334.83,334.83,64.96,245.99,72.26,223.59,300.81,284.95,15.07,196.1,24.45,175.78,215.55,296.45,87.78,0.92,334.6
73,51.69,155.36,78.55,145.24,145.22,191.2,245.67,185.05,189.4,354.96,23.44,6.18,156.55,157.95,345.78,295.75,350.23,289.61,293.96,3.74,32.22,14.96,251.23,252.62,0.06,351.66,20.14,2.88,107.85,109.25,344.01,350.68,352.07,137.72,355.53,27.75,119.28,138.3,59.53,179.02,212.63,229.58,195.15,226.05,295.95,22.13,207.1,36.61,192.62,221.54,321.41,338.36,303.94,334.83,334.83,61.01,245.99,67.59,223.59,305.17,284.95,11.13,196.1,19.77,175.78,213.02,291.77,87.78,4.41,338.82
74,52.61,156.29,42.8,146.17,145.15,191.03,260.97,184.88,190.48,355.68,23.53,4.08,158.49,160.07,347.97,295.75,5.69,289.61,295.21,4.37,32.22,12.77,289.27,290.84,2.25,352.29,20.14,0.69,93.76,95.34,346.2,351.41,352.99,139.91,356.35,30.07,121.6,140.62,59.41,181.34,215.38,232.33,195.8,228.8,297.39,23.45,208.55,37.1,194.32,224.51,321.41,338.36,301.83,334.83,334.83,60.89,245.99,66.37,223.59,307.58,284.95,11.01,196.1,18.56,175.78,215.09,290.56,87.78,4.5,340
75,151.88,166.42,174.56,161.14,164.76,188.94,278.4,182.8,191.33,355.59,23.24,0.83,159.1,161.75,347.38,199.44,288.9,193.29,201.82,357.4,25.05,2.64,161.21,163.86,350.28,352.5,20.14,357.74,74.99,77.64,346.24,351.95,354.6,139.95,355.65,24.2,124.56,143.58,55.96,184.3,209.67,225.35,189.06,227.06,299.13,20.81,210.28,33.72,196.45,225.49,325.24,340.92,304.62,342.63,334.83,56.51,245.99,60.86,223.59,313.4,289.96,11.64,201.11,19.33,182.06,220.54,285.05,87.78,8.29,344.92
76,152.89,167.42,177.71,162.14,166.14,186.95,298.17,180.8,192.24,355.15,22.79,359.24,158.41,160.46,349.15,199.44,310.66,193.29,204.73,357.41,25.05,1.5,159.6,161.65,352.83,352.51,20.14,356.6,53.77,55.82,348.79,352.47,354.53,142.51,357.66,22.18,127.2,146.22,60.04,186.94,207.47,222.43,189.93,226.74,300.56,20.52,211.72,35.08,198.28,224.72,327.46,342.42,309.92,346.73,334.83,54.79,245.99,60.39,223.59,311.8,292.39,12.35,203.55,22.01,185.21,219.75,284.58,87.78,9.86,345.23
77,51.68,167.33,181.93,162.05,163.04,211.94,244.24,208.5,215.53,354.73,22.39,1.24,157.02,153.77,354.38,303.35,335.65,299.91,306.94,357.39,25.05,3.89,155.8,152.55,358.69,349.69,17.35,356.2,130.4,127.16,349.15,353.01,349.76,148.36,3.01,23.02,128.73,147.75,59.34,188.47,208.16,223.06,186.14,227.8,301.46,22.61,212.61,35.98,199.38,227.97,327.68,342.58,305.66,347.32,334.83,55.98,245.99,60.2,223.59,314.12,292.86,14,204.01,22.34,185.74,224.77,284.38,87.78,8.75,345.51
78,54.05,169.7,189.55,164.42,163.55,209.83,247.16,206.39,211.02,354.9,22.68,3.94,157.44,152.89,357.28,303.35,340.68,299.91,304.53,357.26,25.05,6.3,150.69,146.15,1.35,349.56,17.35,358.61,125.52,120.98,351.81,353.29,348.75,151.02,5.52,24.3,131.65,150.67,56.85,191.39,213.09,227.67,188.57,233.23,303.52,23.11,214.67,35.06,201.65,232.31,328.64,343.22,304.12,348.78,334.83,54.42,245.99,57,223.59,319.23,293.55,13.13,204.7,20.15,186.74,227.65,281.19,87.78,10,348.4
79,56.36,172.02,192.96,166.73,162.82,209.64,247.22,206.2,208.17,355.11,23.11,7.46,158.63,150.13,2.43,303.35,340.93,299.91,301.87,357.05,25.05,9.39,149.34,140.84,6.09,349.36,17.35,1.7,125.01,116.51,356.55,353.23,344.74,155.76,10.52,25.16,132.88,151.9,56.63,122.63,215.13,229.56,189.2,206.74,304.2,23.95,98.28,35.45,105.25,212.04,329.08,343.5,303.15,320.68,334.83,54.58,128.91,56.53,126.33,298.62,293.47,13.22,87.55,19.77,89.57,206.94,280.72,350.52,347.78,326.82
